"topic_id","group_id","topic_group","topic_name","topic_name_long","description","narrative","keywords","X"
132,7,"Society","Religion","Religion/Theology","Case studies in this topic focused on understanding and supporting the evolving role of religion and theology in contemporary society. Many case studies addressed challenges to religion in the modern world, and how institutions, governments and communities interact with religious groups, ideas and practices to support worship, affirm religious and spiritual identities, and foster interfaith dialogues. They engaged with diverse religious perspectives to promote mutual understandings, informing institutional policy changes, novel educational approaches, cultural collaboration, and frameworks for inclusivity.",NA,NA,NA
47,3,"Technology","Digital Gov.","Digital Governance & Access","This topic brings together research that has shaped how societies govern, access, and experience digital technologies. It includes efforts to tackle digital exclusion by improving skills, access, and outcomes for underserved communities, particularly in rural areas and across the Global South. Research has influenced national and international policy on digital inclusion, supported the development of digital skills frameworks, and guided NGOs and governments in measuring and addressing digital inequalities. Case studies also highlight how digital platforms have enhanced citizen engagement in policymaking and transformed public service delivery. Broader governance issues feature prominently, including challenges around internet privacy, ethical computing, and digital profiling, with research leading to changes in global professional standards, intellectual property debates, and the regulation of digital markets. Collectively, these studies demonstrate how digital access, infrastructure, ethics, and governance are increasingly central to public policy, civic participation, and social justice.",NA,NA,NA
74,4,"Environment","Wildlife","Wildlife Conservation & Management","Case studies in this topic are concerned with wildlife conservation and management. They cover key areas such as species identification and conservation strategies (i.e. relocation and reintroduction programmes), and value biodiversity. Scientific research, policy and regulatory frameworks form a key part of this topic, including international and national conservation policies, risk management and planning to mitigate biodiversity loss, hunting regulations, and scientific studies that support these policies. Finally, community engagement, education and awareness - including eco-tourism and outreach initiatives - are a valuable component of this topic.",NA,NA,NA
30,2,"Health","Data & Healthcare","Data-driven Healthcare","This topic focuses on the use of data to enhance healthcare for improved patient outcomes, service efficiency and cost effectiveness. It encompasses data analysis for healthcare system and workforce management. Additionally, it covers evidence-based practices for clinical trials and patient care; including data collection, data analysis, decision making, risk analysis and healthcare interventions. Furthermore, studies demonstrating impact in public health strategy including evidence-based improvements to commnunications, self-management tools and disease risk stratification are incorporated.",NA,NA,NA
136,7,"Society","Marginalisation","Marginalized & Underrepresented Communities: Histories, Rights and Inclusion","Case studies in this topic foreground the histories, rights, and identities of marginalised and underrepresented communities across local and global contexts. They explore a wide spectrum of ethnic, racial, religious, and cultural experiences, using diverse methods such as education, exhibition, writing, artistic collaboration, and curation to amplify voices and promote dialogue. Engaging with complex and often contentious topics, including colonialism, slavery, apartheid, and migration, research deepened public understanding and fostered inclusion. Many case studies influenced policy and public opinion, working to bridge divides between communities and support the recognition and inclusion of historically silenced groups in cultural, social, and political life.",NA,NA,NA
33,2,"Health","Substance Abuse","Drugs, Substance Abuse, Alcohol, Psychoactive Substances","This topic contains case studies pertaining to substance abuse, substance control and the treatment of affected individuals. Studies may explore drug policy and regulation, whether at local, government or international level. Also included are case studies of healthcare and support for individuals, as well as implementation of broader public health measures, as well as some relevant scientific research and neurological investigations.",NA,NA,NA
87,5,"Culture","Literature","Literature","Work in this topic raises awareness of important historical writers and literary traditions. Case studies enhanced education around reading and literature both in schools and public settings like literary events. Research influenced provision of literary access, including library policies and online databases. Case studies showcase the social, cultural, and economic benefits of literature across communities, cities, regions and countries. They also promote the use of literature for engaging with heritage and individual and community wellbeing.",NA,NA,NA
86,5,"Culture","Visual Media","Visual Media in Cultural Production","Case studies in this topic worked with visual media in the preservation, representation, and sharing of heritage and culture. Through exhibitions, public events and museum practices, and use of novel technologies, case studies used visual media to foster greater visibility, dialogue, and inclusion, particularly for historically overlooked groups such as ethnic minorities, marginalised peoples, women, and children. They informed public understanding and promoted cultural integration and learning. Photography featured prominently in this topic, with many case studies involving exhibitions, curation practices, and wider archival access for photography.",NA,NA,NA
39,3,"Technology","AI Ethics","Robot & Aritificial Intelligence: Ethics & Policy","Case studies in this topic cover areas of artificial intelligence (AI) and robotics, and the associated ethical considerations in their use. Within AI and machine learning (ML) policies and legislation is a key theme, with topics covering aspects of human rights, data protection, usage regulations, representation and social/cultural impacts of AI. Robotics topics also consider ethics of humanoids and applications within society. Public awareness, understanding and perception of these technologies - including outreach and exhibitions - are also incorporated.",NA,NA,NA
64,3,"Technology","Materials Science","Materials Science","This topic considers the area of materials science, covering areas such as investigation of material properties and behaviours, manufacturing innovations, and performance enhancement. Development of new materials or advancement of existing material technologies is a large component of this topic. Applications are broad and span across textiles, coatings, optics, aerospace, electronics, infrastructure amongst others.",NA,NA,NA
59,3,"Technology","Infrastructure","Infrastructure & Green Construction","This topic highlights how research has advanced the sustainability, resilience, and performance of infrastructure and construction. Case studies span innovations in low-carbon materials, offsite timber construction, and life-extension techniques for roads, bridges, and buildings—contributing to greener, more cost-effective infrastructure. Work on overheating in buildings, landslide forecasting, and resilient infrastructure has helped mitigate environmental and public health risks. Studies have also influenced the environmental standards applied to millions of buildings globally. Research shaped planning policy, urban liveability, and biodiversity through tools adopted in UK cities and by national agencies. Other case studies show how sustainable development goals (SDGs) and environmental impact assessments are being embedded into infrastructure governance, while collaborative contracting models and digital tools support more efficient, transparent delivery of construction projects.",NA,NA,NA
116,7,"Society","Taxes","Taxes, Public Sector Finance, Welfare, Charities","This topic explores how research has shaped taxation, public finance, and welfare systems to improve transparency, fairness, and effectiveness. Case studies include reforms to audit practices and financial reporting in local government, better tax compliance strategies, and modernised gambling taxation. Research informed UK and international tax policy, addressed tax evasion, and improved measurement of the tax gap. In welfare, contributions influenced Universal Credit reform, the Funeral Payment scheme, and tools for assessing the social impact of budget cuts. Work on charitable giving and nonprofit reporting reduced burdens and increased donations, while big data tools helped combat corruption in public procurement.",NA,NA,NA
62,3,"Technology","Mech. Engineering","Mechanical Engineering, Manufacturing","Case studies in this topic are examples of mechanical engineering and manufacturing developments. This topic is largely focussed on improving manufacturing processes in efficiency and/or sustainability, often integrating new technologies and materials to the pipeline. The topic also encompasses aspects of product design/testing, engineer training and materials considerations as relevant to the mechanical engineering and manufacturing of products and devices.",NA,NA,NA
66,3,"Technology","Aero & Naval Eng.","Aerospace & Naval Engineering","This topic encompasses engineering and technology advancements for aerospace and naval applications. It includes impactful work that leads to an improvement in aerospace and naval equipment/practices such as vessel components, manufacturing, dynamic modelling, or usage procedures across the aerospace and nautical sectors. Studies in this topic tend to consider safety, efficiency and economic viability as important metrics for the innovations showcased and be industrially and/or commercially relevant.",NA,NA,NA
112,7,"Society","Econ policy","Economic Governance, Regional Development, Industrial Policy","This topic brings together research that has informed the governance of economic policy, regional development, and industrial strategy in the UK and internationally. Case studies include efforts to shape national frameworks for public investment through new modelling tools, appraisal methods, and the calculation of social discount rates. Others demonstrate how research has supported local and regional development—from guiding Growth Hubs and inward investment strategies to influencing policy on rural economies, subnational devolution, and spatial inequalities. Research has also played a central role in advancing place-based industrial strategies, smart specialisation, and mission-oriented innovation. At the global level, projects have influenced investment frameworks in developing countries, reshaped corporate environmental transition monitoring, and supported development oriented industrial and innovation policies. Taken together, the studies show how academic insights are shaping innovation and industrial investments and place-sensitive economic policymaking.",NA,NA,NA
60,3,"Technology","Operation Mngmt","Operation Management, Supply Chains, Industrial Engineering","This topic brings together research that has advanced the efficiency, sustainability, and resilience of operations, supply chains, and industrial systems across a wide range of sectors. Many case studies focus on optimising complex supply chains—whether in infrastructure, logistics, construction, or manufacturing—by developing new tools, standards ), and statistical models to support more efficient production and better procurement and engineering processes. Research has also informed ‘green-lean’ and low-carbon operational strategies, enhancing productivity while improving environmental outcomes. Other projects address optimisation and scheduling challenges using advanced algorithms and software, often achieving large-scale savings for industry partners. Work in areas like demand forecasting, digitalisation, and predictive maintenance has improved operational reliability in sectors including gas distribution, aerospace, and process industries. Overall, the research supports smarter, more sustainable operations and supply chain systems both in the UK and globally.",NA,NA,NA
121,7,"Society","Law","Legal Assistance, Judicial Imporvements","Research in this topic improved the efficacy, accessibility and accountability of legal systems worldwide. Case studies informed reforms to legal aid, litigation processes, and judicial and legal training, improving access to justice for all, and particularly for vulnerable and underrepresented groups. Work addressed systemic barriers, enhanced witness protection, reduced wrongful convictions, and promoted diversity within the legal profession, contributing to more equitable and accountable legal outcomes.",NA,NA,NA
