id,ics_table_id,funder
6579,3497,Arts and Humanities Research Council [GBR]
6580,3498,Arts and Humanities Research Council [GBR]
6581,3500,Science and Technology Facilities Council [GBR]
6582,3500,Engineering and Physical Sciences Research Council [GBR]
6583,3500,European Commission [EU]
6584,3501,Arts Council England [GBR]
6585,3506,"Community Links, Canning Town"
6586,3506,"Mansions of the Future, Lincoln"
6587,3507,Wellcome Trust
6588,3508,Seventh Framework Programme [EU]
6589,3508,Department for International Development [GBR]
6590,3509,European Commission [EU]
6591,3510,Innovate UK [GBR]
6592,3511,Nuffield Foundation
6593,3512,Elmhurst Ballet School
6594,3513,Engineering and Physical Sciences Research Council [GBR]
6595,3513,Natural Environment Research Council [GBR]
6596,3513,Pennine Water Group
6597,3514,Biotechnology and Biological Sciences Research Council [GBR]
6598,3514,"Department for Environment, Food and Rural Affairs [GBR]"
6599,3514,Innovate UK [GBR]
6600,3515,Biotechnology and Biological Sciences Research Council [GBR]
6601,3515,"Department for Environment, Food and Rural Affairs [GBR]"
6602,3515,Innovate UK [GBR]
6603,3516,Economic and Social Research Council [GBR]
6604,3517,Arts and Humanities Research Council [GBR]
6605,3518,Arts Council England [GBR]
6606,3519,Cancer Research UK [GBR]
6607,3519,Public Health England
6608,3520,European Commission [EU]
6609,3520,Economic and Social Research Council [GBR]
6610,3520,International Water Management Institute
6611,3520,Natural Environment Research Council [GBR]
6612,3521,European Space Agency
6613,3521,British Council [GBR]
6614,3521,Engineering and Physical Sciences Research Council [GBR]
6615,3521,European Organisation for the Exploitation of Meteorological Satellites
6616,3521,Natural Environment Research Council [GBR]
6617,3522,Arts and Humanities Research Council [GBR]
6618,3523,Arts and Humanities Research Council [GBR]
6619,3523,Northern Ireland Department of Finance
6620,3524,Science and Technology Facilities Council [GBR]
6621,3524,Engineering and Physical Sciences Research Council [GBR]
6622,3525,Chief Scientist Office [GBR]
6623,3525,National Health Service [GBR]
6624,3525,Dimbleby Cancer Care
6625,3525,Marie Curie
6626,3526,National Institute for Health and Care Research [GBR]
6627,3526,Marie Curie
6628,3527,AstraZeneca
6629,3527,Department of Trade and Industry [GBR]
6630,3527,Engineering and Physical Sciences Research Council [GBR]
6631,3527,Pfizer
6632,3528,Economic and Social Research Council [GBR]
6633,3530,Engineering and Physical Sciences Research Council [GBR]
6634,3531,Innovate UK [GBR]
6635,3532,Faraday Institute of Science and Technology
6636,3532,Innovate UK [GBR]
6637,3533,Carnegie Trust
6638,3533,Strathmartine Trust
6639,3533,University of Stirling
6640,3534,Being Human Festival
6641,3534,Arts and Humanities Research Council [GBR]
6642,3535,Arts and Humanities Research Council [GBR]
6643,3536,Economic and Social Research Council [GBR]
6644,3536,Royal Society [GBR]
6645,3536,Arts and Humanities Research Council [GBR]
6646,3536,Leverhulme Trust
6647,3536,British Academy [GBR]
6648,3538,Welsh Government
6649,3538,Cornwall Council
6650,3538,Innovate UK [GBR]
6651,3539,Seventh Framework Programme [EU]
6652,3540,Engineering and Physical Sciences Research Council [GBR]
6653,3540,Wellcome Trust
6654,3542,Leverhulme Trust
6655,3542,Luxinar
6656,3542,Engineering and Physical Sciences Research Council [GBR]
6657,3542,European Union [EU]
6658,3543,Leverhulme Trust
6659,3545,Leverhulme Trust
6660,3546,Wellcome Trust
6661,3546,Grand Challenges Canada
6662,3546,Medical Research Council [GBR]
6663,3549,European Commission [EU]
6664,3551,National Institute for Health and Care Research [GBR]
6665,3551,Paul Hamlyn Foundation
6666,3551,Royal College of Psychiatrists
6667,3552,Natural Environment Research Council [GBR]
6668,3552,Biotechnology and Biological Sciences Research Council [GBR]
6669,3552,"Department for Environment, Food and Rural Affairs [GBR]"
6670,3553,Biotechnology and Biological Sciences Research Council [GBR]
6671,3553,Department for International Development [GBR]
6672,3555,Arts and Humanities Research Council [GBR]
6673,3556,National Lottery Heritage Fund
6674,3557,British Academy [GBR]
6675,3558,Seventh Framework Programme [EU]
6676,3558,Horizon 2020 [EU]
6677,3558,Erasmus [EU]
6678,3559,Engineering and Physical Sciences Research Council [GBR]
6679,3559,New and Emerging Applications of Technology Programme
6680,3559,Yorkshire and Humber Deanery
6681,3560,National Institute for Health and Care Research [GBR]
6682,3563,European Commission [EU]
6683,3563,UK Centre for Legal Education
6684,3563,British Academy [GBR]
6685,3563,The Commonwealth Legal Education Association
6686,3564,Wellcome Trust
6687,3565,Let's Do Business Group
6688,3566,British Academy [GBR]
6689,3567,European Commission [EU]
6690,3567,Innovate UK [GBR]
6691,3567,Cambrensis
6692,3570,Innovate UK [GBR]
6693,3570,Interface Food and Drink
6694,3571,Science and Technology Facilities Council [GBR]
6695,3572,Biotechnology and Biological Sciences Research Council [GBR]
6696,3572,British Council [GBR]
6697,3572,Wellcome Trust
6698,3572,Ara Parseghian Medical Research Foundation
6699,3572,Niemann-Pick
6700,3572,Orphazyme
6701,3572,Royal Society [GBR]
6702,3572,Actelion
6703,3572,Action Medical Research
6704,3572,Lister Institute of Preventive Medicine
6705,3573,Medical Research Council [GBR]
6706,3573,AXA
6707,3574,Economic and Social Research Council [GBR]
6708,3574,Engineering and Physical Sciences Research Council [GBR]
6709,3574,National Institute for Health and Care Research [GBR]
6710,3575,Engineering and Physical Sciences Research Council [GBR]
6711,3575,National Institute for Health and Care Research [GBR]
6712,3575,The Health Foundation
6713,3575,European Commission [EU]
6714,3575,Economic and Social Research Council [GBR]
6715,3575,Medical Research Council [GBR]
6716,3576,Public Health Wessex
6717,3576,Leverhulme Trust
6718,3576,Garfield Weston
6719,3576,Medical Research Council [GBR]
6720,3576,National Institute for Health and Care Research [GBR]
6721,3576,Wellcome Trust
6722,3576,British Heart Foundation
6723,3576,Bupa Foundation
6724,3576,Rotary
6725,3576,Wessex Heartbeat
6726,3576,Danone Nutricia
6727,3577,National Institute for Health and Care Research [GBR]
6728,3578,"Department for Business, Energy and Industrial Strategy [GBR]"
6729,3580,Science and Technology Facilities Council [GBR]
6730,3581,Leverhulme Trust
6731,3582,Leverhulme Trust
6732,3585,Arts and Humanities Research Council [GBR]
6733,3586,Arts and Humanities Research Council [GBR]
6734,3587,Arts and Humanities Research Council [GBR]
6735,3587,British Academy [GBR]
6736,3588,"European Regional Development Fund, North West Development Agency"
6737,3589,European Research Council [EU]
6738,3589,Foreign and Commonwealth Office UK
6739,3589,Natural Environment Research Council [GBR]
6740,3589,Society of Exploration Geophysicists [USA]
6741,3590,Wellcome Trust
6742,3590,Arts Council England [GBR]
6743,3591,Arts and Humanities Research Council [GBR]
6744,3592,Arts and Humanities Research Council [GBR]
6745,3592,Classics for All
6746,3592,European Research Council [EU]
6747,3593,Low Pay Commission
6748,3593,Nuffield Foundation
6749,3594,Wellcome Trust
6750,3595,Economic and Social Research Council [GBR]
6751,3596,Leverhulme Trust
6752,3596,Economic and Social Research Council [GBR]
6753,3597,Engineering and Physical Sciences Research Council [GBR]
6754,3600,Horizon 2020 [EU]
6755,3601,AstraZeneca
6756,3602,Arts and Humanities Research Council [GBR]
6757,3603,Leverhulme Trust
6758,3604,European Union [EU]
6759,3604,Natural Environment Research Council [GBR]
6760,3604,Innovate UK [GBR]
6761,3604,Engineering and Physical Sciences Research Council [GBR]
6762,3605,Engineering and Physical Sciences Research Council [GBR]
6763,3605,Innovate UK [GBR]
6764,3606,Department of Health and Social Care [GBR]
6765,3606,European Commission [EU]
6766,3606,Knowsley Primary Care Trust
6767,3606,Liverpool Clinical Commissioning Group
6768,3606,National Health Service [GBR]
6769,3606,Roy Castle Lung Cancer Foundation
6770,3606,The Cheshire and Merseyside Comprehensive Local Research Network
6771,3606,West China School of Medicine Sichuan University
6772,3607,Bayer Pharma AG
6773,3607,Cancer Research UK [GBR]
6774,3607,Commission of the European Communities
6775,3607,Medical Research Council [GBR]
6776,3607,Newcastle Healthcare Charity
6777,3607,UK Programme Award
6778,3608,Health Technology Assessment
6779,3609,Innovate UK [GBR]
6780,3609,SP Energy Networks
6781,3610,Leverhulme Trust
6782,3610,Horizon 2020 [EU]
6783,3610,Seventh Framework Programme [EU]
6784,3612,Arts and Humanities Research Council [GBR]
6785,3612,Engineering and Physical Sciences Research Council [GBR]
6786,3613,Engineering and Physical Sciences Research Council [GBR]
6787,3613,Economic and Social Research Council [GBR]
6788,3614,European Union [EU]
6789,3614,European Commission [EU]
6790,3614,European Parliament [EU]
6791,3614,European Union Agency for Fundamental Rights
6792,3615,Natural Environment Research Council [GBR]
6793,3615,Planning Advisory Service
6794,3615,Engineering and Physical Sciences Research Council [GBR]
6795,3616,Oxford Martin School
6796,3617,International Science Council
6797,3617,Natural Environment Research Council [GBR]
6798,3617,Economic and Social Research Council [GBR]
6799,3618,Arts and Humanities Research Council [GBR]
6800,3618,US Institute for Peace
6801,3619,Oldham Council
6802,3619,Pendleton Cooperative
6803,3619,Wythenshawe Community Housing Group
6804,3619,Manchester City Council
6805,3619,Social Farms and Gardens
6806,3619,Mosscare St Vincent Housing Group
6807,3620,UK Government
6808,3620,National Science Foundation [USA]
6809,3620,English Heritage
6810,3620,European Commission [EU]
6811,3621,National Institute for Health and Care Research [GBR]
6812,3622,Health Protection Scotland
6813,3626,Engineering and Physical Sciences Research Council [GBR]
6814,3627,Nuffield Foundation
6815,3627,"Department for Children, Schools and Families [GBR]"
6816,3628,Engineering and Physical Sciences Research Council [GBR]
6817,3628,Research England
6818,3628,Heathrow Airport
6819,3628,European Commission [EU]
6820,3628,EUROCONTROL
6821,3629,Leverhulme Trust
6822,3629,British Academy [GBR]
6823,3629,Esmée Fairbairn Foundation
6824,3629,Mercers’ Company
6825,3629,Paul Mellon Centre for Studies in British Art
6826,3630,Inderscience Publishers
6827,3630,Engineering and Physical Sciences Research Council [GBR]
6828,3633,Society for the Study of Addiction
6829,3634,Transport Research Laboratory
6830,3634,Department for Transport [GBR]
6831,3634,Economic and Social Research Council [GBR]
6832,3634,Engineering and Physical Sciences Research Council [GBR]
6833,3635,Alzheimer’s Research
6834,3635,Life Changes Trust
6835,3635,Alzheimer Scotland
6836,3635,Scottish Funding Council
6837,3636,Economic and Social Research Council [GBR]
6838,3636,Research Council of Norway
6839,3636,Wellcome Trust
6840,3636,Department for International Development [GBR]
6841,3637,Institute of Leadership and Management
6842,3637,Institute for Family Business Research Foundation
6843,3637,"Department for Business, Energy and Industrial Strategy [GBR]"
6844,3638,Engineering and Physical Sciences Research Council [GBR]
6845,3638,Siemens
6846,3638,Evoqua Water Technologies
6847,3643,Bill and Melinda Gates Foundation
6848,3643,Norwegian Agency for Development Cooperation
6849,3646,AXA
6850,3648,Lloyd Cotsen
6851,3648,Leventis Foundation
6852,3649,Advance HE
6853,3649,Society for Research in Higher Education
6854,3649,Leadership Foundation for Higher Education
6855,3649,Roehampton University
6856,3649,Nuffield Foundation
6857,3651,UNITAID
6858,3651,Medical Research Council [GBR]
6859,3651,Wellcome Trust
6860,3652,Innovate UK [GBR]
6861,3653,Innovate UK [GBR]
6862,3653,Waste & Resources Action Programme
6863,3653,European Commission [EU]
6864,3654,Arts Council of Ireland
6865,3655,Arts and Humanities Research Council [GBR]
6866,3656,Engineering and Physical Sciences Research Council [GBR]
6867,3658,European Commission [EU]
6868,3659,Nuffield Foundation
6869,3659,Scottish Human Rights Commission
6870,3660,Engineering and Physical Sciences Research Council [GBR]
6871,3660,Advanced Manufacturing Research Centre
6872,3660,Innovate UK [GBR]
6873,3661,Engineering and Physical Sciences Research Council [GBR]
6874,3661,Biotechnology and Biological Sciences Research Council [GBR]
6875,3661,Wellcome Trust- Affordable Healthcare in India Award
6876,3662,Turnitin
6877,3662,Artificial Researcher IT GmbH
6878,3662,Horizon 2020 [EU]
6879,3662,Cactus Communications Service
6880,3662,Naver Naver Corporation
6881,3662,OntoChem GmbH
6882,3662,European Commission [EU]
6883,3662,Innovation Engineering
6884,3662,FlowCite GmbH
6885,3662,Iris AI
6886,3663,Gatsby Charitable Foundation
6887,3663,Economic and Social Research Council [GBR]
6888,3663,Esmée Fairbairn Trust
6889,3663,Nuffield Foundation
6890,3663,Education Endowment Foundation
6891,3663,Research Council of Norway
6892,3664,National Lottery Heritage Fund
6893,3665,European Commission [EU]
6894,3667,Arts and Humanities Research Council [GBR]
6895,3668,Fire Protection Association
6896,3669,British Heart Foundation
6897,3669,Wellcome Trust
6898,3669,Cancer Research UK [GBR]
6899,3669,Mexican Health Ministry
6900,3669,Medical Research Council [GBR]
6901,3669,National Council of Science and Technology [MEX]
6902,3669,National Institute for Health and Care Research [GBR]
6903,3670,Engineering and Physical Sciences Research Council [GBR]
6904,3670,European Research Council [EU]
6905,3671,Institutional Funding
6906,3671,Food Standards Scotland
6907,3671,Scottish Government
6908,3671,Wellcome Trust
6909,3671,Belmont Forum
6910,3671,Natural Environment Research Council [GBR]
6911,3672,Economic and Social Research Council [GBR]
6912,3674,Arts and Humanities Research Council [GBR]
6913,3676,Public Health Laboratory Services
6914,3677,English Heritage
6915,3677,University of York
6916,3678,MAVA Fondation Pour Le Nature
6917,3678,United Nations Environment Programme
6918,3679,MAVA Foundation Pour Le Nature
6919,3679,United Nations Environment Programme
6920,3680,US National Cancer Institute
6921,3680,Economic and Social Research Council [GBR]
6922,3680,Medical Research Council [GBR]
6923,3681,British Academy [GBR]
6924,3682,Engineering and Physical Sciences Research Council [GBR]
6925,3682,Ministry of Defence [GBR]
6926,3682,UK Research and Innovation [GBR]
6927,3683,Arts and Humanities Research Council [GBR]
6928,3684,Natural Environment Research Council [GBR]
6929,3685,Office for Nuclear Regulation [GBR]
6930,3685,Health and Safety Executive [GBR]
6931,3686,Cancer Research UK [GBR]
6932,3686,Yorshire Cancer Research
6933,3687,Engineering and Physical Sciences Research Council [GBR]
6934,3687,Welding Alloys Group
6935,3687,Innovate UK [GBR]
6936,3687,Mitsubishi Corporation
6937,3688,British Telecommunications
6938,3689,European Commission [EU]
6939,3690,Arts and Humanities Research Council [GBR]
6940,3690,British Academy [GBR]
6941,3690,Leverhulme Trust
6942,3691,Bill and Melinda Gates Foundation
6943,3692,Natural Environment Research Council [GBR]
6944,3693,Economic and Social Research Council [GBR]
6945,3694,Leverhulme Trust
6946,3694,Carnegie Trust
6947,3694,Royal Society [GBR]
6948,3695,National Endowment for the Humanities
6949,3696,The Glenmorangie Company
6950,3697,European Commission [EU]
6951,3697,MINOUW Project
6952,3697,Fisheries Innovation Scotland
6953,3700,Montreal Institute of Structured Finance and Derivatives
6954,3701,Engineering and Physical Sciences Research Council [GBR]
6955,3701,Scottish Funding Council
6956,3701,HORIBA
6957,3704,European Research Council [EU]
6958,3704,Engineering and Physical Sciences Research Council [GBR]
6959,3705,Innovate UK [GBR]
6960,3705,European Union [EU]
6961,3705,Engineering and Physical Sciences Research Council [GBR]
6962,3706,Natural Environment Research Council [GBR]
6963,3707,Arts and Humanities Research Council [GBR]
6964,3707,European Research Council [EU]
6965,3707,Leverhulme Trust
6966,3708,Leverhulme Trust
6967,3708,Swiss National Science Foundation
6968,3708,European Research Council [EU]
6969,3708,European Union [EU]
6970,3710,Novartis
6971,3710,Bill and Melinda Gates Foundation
6972,3710,Children's Investment Fund Foundation
6973,3712,Engineering and Physical Sciences Research Council [GBR]
6974,3713,Leverhulme Trust
6975,3713,University of Sussex
6976,3713,Research England
6977,3714,Natural Environment Research Council [GBR]
6978,3715,Biotechnology and Biological Sciences Research Council [GBR]
6979,3715,Department of Homeland Security [USA]
6980,3716,Engineering and Physical Sciences Research Council [GBR]
6981,3716,European Commission [EU]
6982,3717,Science and Technology Facilities Council [GBR]
6983,3718,Leverhulme Trust
6984,3718,European Science Foundation
6985,3718,European Commission [EU]
6986,3720,Economic and Social Research Council [GBR]
6987,3721,City of Melbourne Council
6988,3721,Liaoning Province Transportation Department [CHN]
6989,3721,European Commission [EU]
6990,3722,Economic and Social Research Council [GBR]
6991,3722,Leverhulme Trust
6992,3723,Arts and Humanities Research Council [GBR]
6993,3724,Engineering and Physical Sciences Research Council [GBR]
6994,3724,"Department for Business, Energy and Industrial Strategy [GBR]"
6995,3725,Department for Education and Skills [GBR]
6996,3725,Welsh Assembly Government
6997,3728,Action Research for the Crippled Child
6998,3728,North Staffs Medical Institute
6999,3728,Allergan
7000,3728,National Institute for Health and Care Research [GBR]
7001,3728,Action Medical Research
7002,3728,Barnwood House Trust
7003,3729,EUROCONTROL
7004,3730,Chartered Institute of Personnel and Development
7005,3730,European Commission [EU]
7006,3730,University of Warwick
7007,3731,Natural Environment Research Council [GBR]
7008,3731,European Union [EU]
7009,3731,Norwegian Institute for Air Research
7010,3731,"Department for Business, Energy and Industrial Strategy [GBR]"
7011,3731,National Physical Laboratory
7012,3731,United Nations [UN]
7013,3731,Kuwait Foundation for the advancement of Science
7014,3734,British Academy [GBR]
7015,3735,Innovate UK [GBR]
7016,3735,Engineering and Physical Sciences Research Council [GBR]
7017,3737,European Commission [EU]
7018,3737,National Institute for Health and Care Research [GBR]
7019,3739,European Research Fund
7020,3741,GuildHE CREST Network
7021,3746,National Institute for Health and Care Research [GBR]
7022,3748,Arts and Humanities Research Council [GBR]
7023,3748,British Academy [GBR]
7024,3748,Freelands Foundation
7025,3748,John Ellerman Foundation
7026,3748,Paul Mellon Centre
7027,3749,Medical Research Council [GBR]
7028,3749,Bill and Melinda Gates Foundation
7029,3749,Innovative Vector Control Consortium
7030,3750,Nanoparticle Research Laboratory
7031,3750,Invest NI
7032,3751,Engineering and Physical Sciences Research Council [GBR]
7033,3751,Innovate UK [GBR]
7034,3751,Yorkshire Forward
7035,3751,European Commission [EU]
7036,3752,Arts and Humanities Research Council [GBR]
7037,3753,Natural Environment Research Council [GBR]
7038,3754,National Institute for Health and Care Research [GBR]
7039,3755,Economic and Social Research Council [GBR]
7040,3755,Leverhulme Trust
7041,3755,Greater London Authority
7042,3755,London School of Economics and Political Science
7043,3756,Economic and Social Research Council [GBR]
7044,3757,Netherlands Organisation for Scientific Research
7045,3761,West of England Local Enterprise Partnership
7046,3761,Engineering and Physical Sciences Research Council [GBR]
7047,3761,European Union [EU]
7048,3761,First Rail Holdings
7049,3761,Rail Safety and Standards Board
7050,3761,First Group
7051,3762,British Academy [GBR]
7052,3764,Economic and Social Research Council [GBR]
7053,3765,Medical Research Council [GBR]
7054,3765,National Institute for Health and Care Research [GBR]
7055,3767,Interreg
7056,3768,Arts and Humanities Research Council [GBR]
7057,3769,National Institute for Health and Care Research [GBR]
7058,3770,Welsh European Funding Office
7059,3771,Joseph Rowntree Foundation
7060,3771,Commission for Rural Communities
7061,3771,Highlands and Islands Enterprise
7062,3771,Scottish Government
7063,3771,Thomas Pocklington Trust
7064,3771,Trust for London
7065,3773,Academy of Finland
7066,3773,European Research Council [EU]
7067,3773,British Academy [GBR]
7068,3774,Leverhulme Trust
7069,3774,Arts and Humanities Research Council [GBR]
7070,3774,Wellcome Trust
7071,3775,Wellcome Collection
7072,3775,Arts Council England [GBR]
7073,3776,Economic and Social Research Council [GBR]
7074,3778,"Department for Environment, Food and Rural Affairs [GBR]"
7075,3778,IUCN Save Our Species
7076,3778,National Geographic
7077,3778,Recanati-Kaplan Foundation
7078,3778,Robertson Foundation
7079,3778,Tusk
7080,3778,US Agency for International Development
7081,3778,World Wide Fund for Nature
7082,3779,Engineering and Physical Sciences Research Council [GBR]
7083,3780,European Social Fund
7084,3780,Diabetes UK
7085,3780,Novo Nordisk A/S
7086,3780,Novo Nordisk
7087,3780,COFUND [EU]
7088,3780,Welsh Government
7089,3781,Bill and Melinda Gates Foundation
7090,3781,African Union Commission
7091,3781,European Union [EU]
7092,3782,Joint Research Centre [EU]
7093,3783,Natural Environment Research Council [GBR]
7094,3783,Ministry of Defence [GBR]
7095,3784,European Commission [EU]
7096,3785,Natural Environment Research Council [GBR]
7097,3786,"Department for Environment, Food and Rural Affairs [GBR]"
7098,3786,Welsh European Funding Office
7099,3786,Microsoft
7100,3786,Medical Research Council [GBR]
7101,3786,European Union [EU]
7102,3787,The Royal British Legion
7103,3787,Dstl
7104,3787,Innovate UK [GBR]
7105,3788,Football Association
7106,3789,British Academy [GBR]
7107,3790,Arts and Humanities Research Council [GBR]
7108,3790,Global Challenges Research Fund [GBR]
7109,3790,GCRF Newton Fund
7110,3791,Bill and Melinda Gates Foundation
7111,3791,Clinton Health Access Initiative
7112,3792,Arts and Humanities Research Council [GBR]
7113,3793,National Institute for Health and Care Research [GBR]
7114,3793,NHS Liverpool Clinical Commissioning Group
7115,3794,Biotechnology and Biological Sciences Research Council [GBR]
7116,3795,Global Challenges Research Fund [GBR]
7117,3795,Economic and Social Research Council [GBR]
7118,3795,Engineering and Physical Sciences Research Council [GBR]
7119,3795,Horizon 2020 [EU]
7120,3795,Formas
7121,3795,University of Manchester
7122,3796,Leverhulme Trust
7123,3796,Arts and Humanities Research Council [GBR]
7124,3796,Austrian Climate Research Programme
7125,3796,Arts Council England [GBR]
7126,3798,BAE Systems
7127,3798,Engineering and Physical Sciences Research Council [GBR]
7128,3798,QINETIQ
7129,3800,Engineering and Physical Sciences Research Council [GBR]
7130,3801,Economic and Social Research Council [GBR]
7131,3803,Economic and Social Research Council [GBR]
7132,3806,Natural Environment Research Council [GBR]
7133,3806,European Commission [EU]
7134,3807,Certara
7135,3807,Eli Lilly
7136,3807,Food Standards Agency [GBR]
7137,3808,European Commission [EU]
7138,3809,Economic and Social Research Council [GBR]
7139,3809,Sciences Po Paris
7140,3813,Meningitis Research Foundation
7141,3813,Wellcome Trust
7142,3814,Cancer Research UK [GBR]
7143,3814,Public Health England
7144,3815,Engineering and Physical Sciences Research Council [GBR]
7145,3815,European Commission [EU]
7146,3815,Royal Society [GBR]
7147,3816,Innovate UK [GBR]
7148,3816,Biotechnology and Biological Sciences Research Council [GBR]
7149,3816,B-Hive Innovations
7150,3817,British Association of Counselling and Psychotherapy
7151,3817,Economic and Social Research Council [GBR]
7152,3818,Babes in Arms
7153,3818,National Institute for Health and Care Research [GBR]
7154,3818,Economic and Social Research Council [GBR]
7155,3818,Medical Research Council [GBR]
7156,3819,Arts and Humanities Research Council [GBR]
7157,3820,Economic and Social Research Council [GBR]
7158,3821,Scottish Funding Council
7159,3821,Scottish Government
7160,3823,Arts and Humanities Research Council [GBR]
7161,3824,National Lottery Heritage Fund
7162,3824,Cooperative Bank
7163,3826,Economic and Social Research Council [GBR]
7164,3828,European Commission [EU]
7165,3829,Economic and Social Research Council [GBR]
7166,3829,UK Home Office
7167,3829,British Academy [GBR]
7168,3830,Santander
7169,3830,Newton Fund
7170,3830,Arts Council England [GBR]
7171,3831,Breast Cancer Now
7172,3831,Cancer Research UK [GBR]
7173,3831,Engineering and Physical Sciences Research Council [GBR]
7174,3832,European Regional Development Fund [EU]
7175,3832,"Ministry of Education, Science and Sport of the Republic [SVN]"
7176,3832,Slovenian Research Agency
7177,3834,Arts and Humanities Research Council [GBR]
7178,3835,Economic and Social Research Council [GBR]
7179,3835,Arts and Humanities Research Council [GBR]
7180,3836,Arts and Humanities Research Council [GBR]
7181,3837,Arts and Humanities Research Council [GBR]
7182,3838,Arts Council England [GBR]
7183,3838,Ambache Charitable Trust
7184,3838,Golsoncott Foundation
7185,3839,Scottish Government
7186,3839,Carnegie Trust
7187,3840,Wellocme Trust
7188,3840,Medical Research Council [GBR]
7189,3841,Biotechnology and Biological Sciences Research Council [GBR]
7190,3841,Arts and Humanities Research Council [GBR]
7191,3843,Engineering and Physical Sciences Research Council [GBR]
7192,3844,Wellcome Trust
7193,3844,European Commission [EU]
7194,3844,Royal Society [GBR]
7195,3844,Robertson Foundation
7196,3844,Bill and Melinda Gates Foundation
7197,3844,Genomics England Limited
7198,3844,Newton Fund
7199,3844,Medical Research Council [GBR]
7200,3845,Arts Council England [GBR]
7201,3848,Engineering and Physical Sciences Research Council [GBR]
7202,3848,GlaxoSmithKline
7203,3848,AstraZenica
7204,3848,Prosonix
7205,3848,US Food and Drug Administration
7206,3850,Engineering and Physical Sciences Research Council [GBR]
7207,3851,Arts and Humanities Research Council [GBR]
7208,3851,Arts Council England [GBR]
7209,3851,Peggy Ramsay Foundation
7210,3851,Magic Leap
7211,3851,Pervasive Media Studio
7212,3851,Research England
7213,3852,Natural Environment Research Council [GBR]
7214,3854,Economic and Social Research Council [GBR]
7215,3854,National Institute for Health and Care Research [GBR]
7216,3855,Innovate UK [GBR]
7217,3855,Department for Transport [GBR]
7218,3855,State Grid Corporation of China
7219,3855,Welsh Government
7220,3855,Higher Education Funding Council for Wales
7221,3857,National Institute for Health and Care Research [GBR]
7222,3858,National Institute for Health and Care Research [GBR]
7223,3858,Great Ormond Street Hospital Children's Charity
7224,3858,Wellcome Trust
7225,3859,Natural Environment Research Council [GBR]
7226,3859,European Commission [EU]
7227,3859,European Union [EU]
7228,3860,British Council [GBR]
7229,3862,Science and Technology Facilities Council [GBR]
7230,3864,European Commission [EU]
7231,3865,Natural Environment Research Council [GBR]
7232,3866,European Commission [EU]
7233,3867,Innovate UK [GBR]
7234,3869,Engineering and Physical Sciences Research Council [GBR]
7235,3869,Economic and Social Research Council [GBR]
7236,3869,Bill and Melinda Gates Foundation
7237,3872,European Commission [EU]
7238,3873,European Commission [EU]
7239,3873,Office of the Director of National Intelligence
7240,3873,Engineering and Physical Sciences Research Council [GBR]
7241,3875,Innovate UK [GBR]
7242,3875,Natural Environment Research Council [GBR]
7243,3875,British Telecom
7244,3875,European Commission [EU]
7245,3877,British Academy [GBR]
7246,3877,Research Council of Norway
7247,3878,European Research Council [EU]
7248,3879,National Lottery Heritage Fund
7249,3879,British Academy [GBR]
7250,3881,National Institute for Health and Care Research [GBR]
7251,3881,European Cooperation in Science and Technology
7252,3883,Engineering and Physical Sciences Research Council [GBR]
7253,3883,Biotechnology and Biological Sciences Research Council [GBR]
7254,3883,"National Centre for the Replacement, Refinement and Reduction of Animals in Research"
7255,3883,Proctor and Gamble
7256,3884,Wellcome Trust
7257,3885,Biotechnology and Biological Sciences Research Council [GBR]
7258,3885,Wellcome Trust
7259,3885,Scottish Enterprise
7260,3886,European Centre for Medium-Range Weather Forecasts
7261,3886,Horizon 2020 [EU]
7262,3886,European Commission [EU]
7263,3886,Met Office [GBR]
7264,3888,National Health Service [GBR]
7265,3889,Scottish Funding Council
7266,3890,Engineering and Physical Sciences Research Council [GBR]
7267,3890,Innovate UK [GBR]
7268,3891,Metropolitan Police Service
7269,3891,International Fund for Animal Welfare
7270,3892,Royal Society [GBR]
7271,3892,Human Frontier Science Research Project
7272,3892,Bill and Melinda Gates Foundation
7273,3892,European Commission [EU]
7274,3892,Department of Health and Human Services [USA]
7275,3892,National Institutes of Health [USA]
7276,3892,European Union [EU]
7277,3893,Biotechnology and Biological Sciences Research Council [GBR]
7278,3894,Natural Environment Research Council [GBR]
7279,3896,British Academy [GBR]
7280,3897,Royal Society [GBR]
7281,3897,Historic Environment Scotland
7282,3897,Henry Moore Foundation
7283,3897,Iona Cathedral Trustees
7284,3898,Leverhulme Trust
7285,3899,Engineering and Physical Sciences Research Council [GBR]
7286,3899,EDF Energy
7287,3899,European Commission [EU]
7288,3900,European Aviation Safety Agency
7289,3900,Rolls-Royce
7290,3902,Medical Research Council [GBR]
7291,3903,Biotechnology and Biological Sciences Research Council [GBR]
7292,3903,Innovate UK [GBR]
7293,3904,Biotechnology and Biological Sciences Research Council [GBR]
7294,3904,"Department for Environment, Food and Rural Affairs [GBR]"
7295,3904,"Foreign, Commonwealth and Development Office [GBR]"
7296,3904,John Ellerman Foundation
7297,3904,Mary Griffiths Fund
7298,3904,Natural Environment Research Council [GBR]
7299,3904,Quark Expeditions
7300,3904,World Wide Fund for Nature
7301,3905,European Space Agency
7302,3905,European Commission [EU]
7303,3905,National Aeronautics and Space Administration [USA]
7304,3905,Natural Environment Research Council [GBR]
7305,3907,National Institute for Health and Care Research [GBR]
7306,3908,"EPSRC, AHRC"
