REF impact case study identifier,reassigned,reassignment,final_topic,reassignment_notes
241d8e8d-74e5-49bf-bbd1-45f9928860cc,1,,22,
64d7299d-f324-4af6-b709-d7f538a8a2fb,1,,22,
681af2a6-bbf5-4a64-8426-070ba0c57bcd,1,,22,
6ed696a1-7c59-405a-ad8a-844196e60472,0,2,2,
75bfb454-a951-457b-a58c-67d34b4d0ac5,1,,22,
b60a44b6-4aa3-46bc-8a17-fc28ce3b2742,1,,22,
ad238c3e-a836-4e15-b9f6-c05797fdc5a2,1,,22,
140fe4b2-241c-454f-9b2d-e6402926b914,1,,22,
339d8fb1-0f6d-4d07-978c-276730d07c60,1,,22,
fea17d20-7873-4b01-83b5-1cc609367b7a,1,,22,
29c75d9f-5348-4bbc-be08-0cc1343c0b8e,1,,22,
fb0169b6-95bd-44f9-9d0a-543fbaf654dd,1,,22,
b5a6cd6a-e529-4303-a646-101a2f3b81a9,1,,22,
4c6040eb-b9e1-4642-9755-0c56c8f77f07,1,,22,
3f6ca6ea-a7bb-4b61-a8b3-7ac689c938fa,1,,22,
c0b47b30-ec84-437a-867b-09a4151b2a48,1,,22,
3db862a6-b4f1-4310-90cb-2c4b2376290a,1,,22,
ed4e5431-41c4-4022-b12a-0198b3a91b6a,1,,22,
bf191ca7-ffde-41d7-a06f-d97efb074dea,0,65,65,
5bb11391-099e-484f-aca5-c1b173368c75,0,16,16,
8f78135e-9329-4991-a798-ec221b88dfae,1,,22,
4980f314-ae15-4904-9da0-698a9969e2db,1,,22,
fa5ab1de-76df-4a32-b546-0927e51269e5,0,13,13,
2b372648-e688-4aa2-b024-dd190a8d5960,0,65,65,
c367d770-8c6c-4241-9a08-8df5b3460d9a,0,2,2,
f62b224e-5834-4aa4-af7e-77ecc09a1403,1,,22,
6a118b9c-5d49-4cd3-834d-c4ffe4ab55fc,1,,22,
179eaded-d6eb-4c3e-b69f-38bb385b3f31,0,63,63,
8b25f53c-88fa-4b9c-8745-5f683b36f888,0,38,38,
05cb26ff-f387-4468-afc7-0bcb64496c79,1,,21,
8903099a-5e7a-4836-a122-d5c736249112,1,,21,
ea3b1a2b-34ef-418e-a2d5-be79394e37f9,1,,21,
18bd84d8-249a-4d51-a36c-b842e446a5e1,1,,21,
f52af5e6-e256-4d1a-832d-7bb6dd12e079,1,,21,
801b7fa9-3c44-4116-b0cd-da25ff13fb80,1,,21,
9d9ee2eb-f93e-48fc-b122-59e4d91f31a7,1,,21,
3295509f-9d5d-4b5f-8e80-96cde149d51d,1,,21,
c25e7dfc-3843-4b7a-98ee-bb7e3bbbe364,1,,21,
554ebe0e-bc0c-4ef9-89d5-787457c3b239,1,,21,
f7125e44-7128-404c-b9d9-bf98a2d8b0d1,1,,21,
9a6872d8-eef4-43c7-bf2c-7618e66c2785,1,,21,
7b5e95cb-3c1e-47e9-a7fd-7613219b9412,0,28,28,Safety for war journalism
9df083f9-1ee4-4059-a116-1a76b39a59c0,1,,21,
9f32c281-df3a-40ba-bb75-8c6f4cf8f4d2,0,14,14,Defence policy and defence expediture in the UK 
de6eab7c-3242-440f-b0b7-fb46ca1db187,0,45,45,International law on the ivory trade
2ab1f20c-0226-4765-80e6-92ac399179e8,0,28,28,Safety and independence of journalists
360e19c1-7d12-4e34-8879-f565a43e2655,0,51,51,Emergency response
707bc90e-9dd9-4eff-b7b7-03a6e0919df1,1,,21,
3b2d9e0e-0d7b-4195-b9c1-768b6c30217a,0,45,45,"International Criminal Court, therefore International Law topic"
62890f20-acae-402d-9f50-f3196d3cd316,0,45,45,Human rights and international law in Rwanda
31738602-a10c-4a54-9f75-36a9419491c0,1,,21,"Probable okay here rather than in 45 - about Human rights, international law and public understandings of war crimes trials"
fb8e284b-efc1-4518-8cbd-0cbdedc5b802,1,,21,
1c30a8cf-19aa-457b-9c0b-2d500d76475e,0,45,45,Promoting human dignity - coming under human rights rather than war etc
3cc2cf85-2a25-42ca-991f-96de5cfdbf93,0,51,51,Mobilising volunteers in disasters 
9ce47944-c616-42cb-84ef-cb4b81dc2a3a,1,,21,
cd5468a6-c59c-4507-954f-8cd91ff53ac9,0,45,45,Human rights defenders
dc98a638-80ce-4e29-83f3-e1736d758675,0,51,51,Disaster planning 
3edc62c6-9fe3-42c5-a0dd-e774ea7ed75c,1,,21,
c2699067-2c99-4d57-b4e2-7f0880e05175,0,45,45,Business and human rights in international law
cbb87040-27e0-4fc2-9d7f-1028b0b6f567,0,45,45,International environemental law
2248d92d-405d-41cb-9d93-fd3048ed8c21,0,62,62,Rural transport policies in Liberia (probably going to remove the emphasis on urban planning in the topic title 
caf78b12-80af-44cd-9cb7-a72fd52750af,0,83,83,International relations 
5fc978b5-8ef9-4711-9fb8-9af3e609f92d,0,82,82,See below
bf2efd16-7da8-4b5d-b40a-803df4fab0ae,0,82,82,Improving crowd safety through psychology - could be a -1 like below 
2cb4dd4f-507d-49ad-893e-51d21ef86544,0,82,82,Understanding crowd psychology - could be a -1 because it doesn't really fit into the angle the pscyhology topic has taken 
24c7fa54-f177-4582-b579-538bfa5eb6be,0,1,1,Criminal psychology in policing
4f0b1bd9-b04f-4e6b-8431-d2de26ab7a73,0,1,1,UK police force training on policing crowds
6d7595f4-ef18-459f-a02a-9df874f0d2ae,0,1,1,About policing anti-fracking
0db2a7b5-6178-47a6-b90f-72f7bdf26a5e,1,,21,
b9afa1bd-8998-4d92-a595-f204cc2ca9cd,1,,21,
a97c36d3-917e-4c24-ad23-cc096ab60f53,1,,21,
7c61a65c-e826-404a-a471-d5181f30ea3f,0,45,45,Human rights and drug laws in international law
de01f392-3e81-444a-a4f4-d83d3028dbd6,0,14,14,"Religion in foreign policy, UK and EU"
b7d57e2d-bb26-46f1-9b0e-f27408898007,0,14,14,Embedding freedom of religion into foreign policy in UK and EU
9f0a8d7c-159b-4965-a22f-5077bdb30946,0,17,17,"Human rights and minority religions (mostly Islam) in Russia, Eastern Europe and UK "
641facce-62ca-48a8-a491-c9ae54cd0dec,0,15,15,ending violence against women in Myanmar
fa355cff-eeb1-41fc-add2-bafc99648a91,0,45,45,Individual rights to freedom of religion in international law
83316175-2604-42fd-884c-5bb2f91a3c65,0,15,15,Countering religious violence against women 
c8e9d7bd-438f-4c0d-a102-3f7c06887e94,1,,21,
54c47bbd-66f4-4d18-8959-8e662862fc35,0,63,63,Freedom of expression within the EU data regulations
12740e42-156f-4b0b-8860-f382ae8e73db,1,,21,
50e5447a-1ff3-4cc4-8b55-b2f7e89ea7a6,1,,21,
7b37468f-dbfb-4f37-bf1e-8eafac248cc2,1,,20,
07612c37-1c0b-4d26-af08-67a0444ce1f1,1,,20,
48294dc1-9adf-486f-836a-c30ebcdb6b7a,1,,20,
fd68a502-38dd-4300-858d-98242bf7f2e0,1,,20,
cece9cfd-bbf5-4c10-9bdc-8eb5f9694516,1,,20,
09a84032-2eb9-4f6d-b3cd-d70034c57afa,1,,20,
ca6b56a3-2502-483d-8c53-349b94ea3795,1,,20,
844710d7-98f3-4a72-aa8b-81668d282713,1,,20,
25f161cf-ffd7-4fc7-b1a8-8e753b460536,1,,20,
b1953a1e-86ab-4b66-a709-94aba86306d7,0,47,47,Research-informed evaluations of public health provisions influencing policy change 
4284b57d-f7d7-4152-8c49-395ef72eb714,1,,20,
e2edae12-c563-4615-87a4-5bab25262c26,1,,20,
454a323a-c72e-4eac-82c1-079facdd72d5,1,,20,
c409f652-d7c4-4ab0-a83d-c20fe0d03913,1,,20,
4c52cc0e-a91c-4590-a82d-ba12cc281b05,1,,20,
73dbc3bb-1e89-40d3-bb77-8a51e505297e,1,,20,
26f99b4e-6ce5-456a-8154-2f6c74ab9d26,0,32,32,This is about perceptions and treatment of breathlessness by practitioners as well as better understanding of breathlessness among the general public in clinical terms 
008ee638-10f8-4102-baa5-f91ccd11bc26,1,,20,
1586d155-fb80-4e4a-aaf1-d2a615741404,1,,20,
e4a7df6a-b08e-4ca6-9fc5-2dca1177f1f8,0,6,6,"This is more about supporting healthcare practitioners and better understanding the emotional environment and experiences of surgeons, but there's not necessarily an art or performance aspect, so unsure"
b0cc817d-6c01-47db-ac53-ab369de00cb9,1,,20,I think this might be a repeat from above
90a079e6-b674-4f05-a77c-030d6f3635e4,1,,20,
b6b8f8ae-785e-4110-8a2b-55995b78dca3,1,,20,
ba347639-2f06-43c8-b572-c7a2fba67fe7,0,68,68,This is co-production and remembrance of these disasters
02948dc1-52af-4ebd-b950-0d93e96b610b,0,6,6,Does this go here (which is definitely could) or in healthcare policy 
bac5f3ef-00e6-434b-a96a-1e43a95d3914,1,,20,
fca4076c-7bb7-4c60-b63f-71afc1f64f42,1,,20,A couple of these will be able to stay here if we slightly alter the name of the topic 
6e0dd9f3-13fd-43e9-8bf1-841d716dd36c,1,,20,
1916e50e-4af7-47fc-b5f9-ca5b80a3861a,1,,20,
c6beb1f8-1c56-4717-89e3-a20f34b229a0,1,,20,
bebfc657-ec2e-4db1-8b1c-93304dbf182e,1,,20,
eb4ece80-c319-42f5-82ac-4a22e9b88aa1,1,,20,
f6d541cd-9939-4c13-8323-8846575ff285,1,,20,
5753636a-8cae-4509-8f93-647c6b2bf37c,1,,20,
c292a178-720d-4292-8eac-133e7da41223,1,,20,
85ab04cb-9743-4782-b299-6739938418fc,1,,20,
e54b8afc-2e97-4d70-bc46-6e6281929219,1,,20,
0ea8459f-e770-4054-99b7-5c821ae9b46a,1,,20,
430f4ead-7db1-40df-bb02-a7c49bb78abb,1,,20,
048cf8a3-8ebd-46c5-adcd-dcc55a0dc345,1,,20,
d35127ed-c3a4-4b53-ace6-f0dec57da42f,0,29,29,History of the transition to mass education
248bc292-dcca-4496-bbea-62d402638430,0,68,68,Commemoration of less known history 
542a6453-7798-47f4-8107-17008510bffe,0,75,75,Changing modes of engagement with history in professional practice and public engagement 
40af7a65-eae2-40d5-8237-41b2f3b4b212,0,75,75,"Oxford Dictionary of National Biography - the impacts listed are very wide, but I think can be containing within 75, just want to check that you can't see anywhere better for it "
dfd3c816-6616-4a20-8d4b-4d18fc155c18,1,,19,
e54cc74a-64dc-48c5-94eb-7f92faaad382,1,,19,
fd3870ab-f3a7-4fc2-8faf-5ef11ccfaf9e,1,,19,
2a954913-3225-48ef-8c36-ed0b63c721b1,0,7,7,History resources for schools and teachers on immigration history 
c8ce743e-eb29-4705-aad4-d138efe7980c,1,,19,
8a25135f-4a0b-4ebe-92b1-fe5181d6797c,1,,19,
db053760-ecb7-4d75-960d-22cbcf2c3694,1,,19,
c6d61577-479c-47fa-ad0b-b3fd5b996329,1,,19,
e63bf5b5-a8e5-4f86-a0f0-77850fe0fd74,0,46,46,Poetry and belonging
1cdd95d0-070a-4af9-9c1e-4489d060c037,1,,19,
55284258-2cbf-4dee-8aa1-ec5ba6433066,0,51,51,Changing preparedness for environmental hazards to protect the Maltese tourism industry
7da230d2-70e9-4efc-acfd-798af4593f6b,0,17,17,Impacts of terrorism on tourist destinations
c3c24d55-56b5-47d8-b933-eccdb947c1e1,1,,19,
f3209e5e-5c46-444d-b9cd-245fb07e7b70,1,,19,
ff1dc2cf-fe66-488b-bb32-253692601c8b,1,,19,
840d6e73-e03a-464c-ae05-d5ac5f4d422d,0,10,10,History 
f1214078-36dc-4b9b-a848-3631dfd7e7c3,0,13,13,Emotional support for the hypermobile workforce - does it go in mental support of workplace 
9e9d1c3b-9e3c-4497-969e-107f4e86a39a,1,,19,
88bbb6ce-0962-45bb-be78-c92859028646,0,68,68,Remembering to Bhopal disaster through survivors' stories
932ddc87-493d-4cd1-9e11-52f9c1c99236,1,,19,
cf77bd33-0f62-493a-85dd-d145cd5aff16,1,,19,
e4ca595f-6057-4298-838f-b73653d65fcc,1,,19,
55f8b1c5-ea95-43a9-a390-3ef2d9c308b2,1,,19,
dd2ae500-4ae7-40ac-ac39-2c619a2a9512,1,,19,
eecf5e66-b237-4e7a-a277-48fe04855830,1,,19,
82e20b96-f531-4974-b42b-38aaba1d0543,0,17,17,Islamic communities and Islamophobia
8683d219-0009-4ef5-94c6-394800b81094,1,,19,
24f6c055-f2fe-478d-8392-b42c0b8be255,1,,19,
3512eb23-5460-4b6c-8b9f-1d564c0437c2,1,,19,
81371232-3dbd-4fbe-aa7e-fece225b220c,0,3,3,Music 
8b7e2a60-5cfe-4a07-92e6-b6e6c8bbc576,1,,19,
3cf1160a-298f-4bdb-acba-4e5caf1623c5,1,,19,
7cdaa199-692c-416c-9310-98776b476cb6,0,1,1,"Modern slavery, moving to crime"
920e29f4-45e7-4189-a727-052e7a772cfd,0,10,10,Photography archive of a photographer which has informed local history and minority history 
88213fb4-f4ad-4443-a314-715391705654,0,1,1,Survivors of modern slavery
141c43e2-732e-41fd-a9e4-5b065ae7d4b8,1,,19,
9d4df67b-664a-4348-9d4f-926e0fef5724,1,,19,
b85943d8-4d6f-4b5d-9311-bbdf8835ba49,0,1,1,Modern slavery policies
162847c4-c276-41f1-acb9-a7bf5d1bedc5,0,1,1,Tackling modern slavery
76df009d-7c62-4d9c-826e-fd2c3444aefa,0,1,1,Shaping anti-slavery action against modern slavery
960e8f89-2153-4f5f-b2cb-b82bb13733c6,1,,18,
cede529b-9ea7-4a55-a4cc-8a4eff38da48,1,,18,
55d33900-ef58-4d78-8b5f-97edd885cab2,1,,18,
6b5a23bb-262c-4286-a56b-4f588e6df6f1,1,,18,
4bdffc84-1df3-4439-a381-3ce513794c3b,1,,18,
a69e5e92-b03b-4daa-b540-1a4ef24a0434,0,4,4,parenting and family care
ed183954-2b0f-4a2e-952f-3f9c1f9497fc,1,,18,
84539cf2-0a4d-44cc-ac38-5c01d7826167,1,,18,
c9fb00f4-fbab-46c7-99ac-655e2c982c4f,1,,18,
f22a90e1-ce9b-45e7-8106-30d7c69ecdba,1,,18,
b9008c87-2c63-44e3-a276-25e3fac08aae,1,,18,
bb8a8a1e-bcce-4165-96c7-0f23315cb535,1,,18,
ae25ac11-9377-43ac-b764-69f77c7e911d,1,,18,
045289cb-d251-40c4-b39e-e4a7431bb5b5,1,,18,
93b725fa-6924-4f52-8044-81b9bd8bb986,1,,18,
0f7d8041-56ab-4cf3-ab1c-9daa196f670f,0,27,27,Military history 
16dec713-dc43-4133-9965-97412f169633,0,7,7,Teaching a new area of curricula with new techniques
6110f9bf-69b1-4c07-ac2f-58b65b470c37,0,13,13,Equality and diversity in employment practices
c10043a8-3e57-4347-ae0f-a79460b10846,1,,18,
45d10740-5062-4859-ab99-65ccb6c56d42,1,,18,
44e82737-2dea-412a-8576-3d32ec50f2b2,1,,18,
0b36bd3c-cb69-426f-86d8-ee6bbc0ee8b7,1,,18,
b0a6f815-bbf1-4606-b969-541f0a633f35,0,14,14,Understandings consitutions - magna carta
b87320ac-5a92-4e06-845f-04c9a77dc008,1,,18,
b2bb8725-a2e1-4548-b225-9c96fd9d9f2d,1,,18,
e7bbdf4d-86cb-4167-be2b-f33f5acc8d14,0,76,76,Engagement with medieval literature 
38ee53f2-556b-4d18-9403-896d2573a786,1,,18,
17fb4c6b-0188-4e28-b9e9-eae219c7d663,1,,18,
21f129c2-be77-407b-86ae-bf6b655783bf,0,75,75,Commemorating Magna Carta
54aafd8b-45d4-4399-af8e-da49ad6e4bac,1,,18,
a03942bc-86b9-4ed1-a2ae-b26c3e7114b6,1,,18,
ecd0ef31-f48e-4e27-9900-62d1fa956a1f,0,75,75,Mary Beard and public engagement in classical heritage
2215f7c5-d327-4f2a-bd01-cd436786b45c,1,,18,
2883e6c9-aa57-4564-a8f8-ce92e7b4f965,0,68,68,Co-production history of WWI in Lincolnshire
8f3895a0-d9ae-4662-9f4a-61d8d2d65617,0,35,35,Jesus
dfd8c80d-461b-472e-b272-0e5de13cb0da,1,,18,
c7fa6df5-4ced-45d0-8833-a4e7791c44bd,0,27,27,WWI Home front
d93958d7-3aa7-43cd-bf17-cd5899199543,0,27,27,Impact on WWI on not just women but also commonwealth soldiers
a09678b2-f1f8-4837-9a62-b8d584bc14f1,1,,18,
9e924b96-4ce6-48f0-a3b9-6aae2a429e46,0,27,27,Understanding the legacy of WWI 
d4ede5cd-edfd-4e51-96b1-3418b2aee0ba,1,,18,
64b05258-7e32-4a07-95ee-1845b9b73371,0,11,11,A latvian film that spread understanding of Latvian history in Anglophone countries
3d4eff9d-f1ba-4599-901c-449641eb0aa0,0,12,12,Museum narratives on WWII
5b45e4da-45e5-40a1-b08c-e127a3d50a76,0,68,68,Local heritage in Bristol 
ee6ef579-162a-498c-92db-fae717985d7a,0,35,35,Teaching Asian religions in secondary schools
26043e36-aa57-4d95-991f-e7a7e5df7617,1,,18,
7a0803fb-bcf9-461d-85da-4033b138bf84,0,68,68,Co-creating history of punk in Norwich
9b212140-586a-4481-95e1-436ba8f36140,0,58,58,Sexualities
ae29b9ce-1545-486e-acb3-056bfb42fa9b,1,,18,
2db25598-fb1c-4546-8614-a9cea38d3018,0,36,36,Nuclear test victims and their descendants - this might be a -1
4aee4419-53ea-4106-9cb7-9295c8bb4fc4,0,31,31,"Race, antisemitism and remembrance of WWII in France"
efb90e08-f13c-4fd0-ab6b-884ae7cd9850,0,58,58,Sexualities
3bc89d2e-c29d-416e-96e4-098f1a4175ef,0,11,11,Inequalities in documentary film 
cf06105a-b2eb-4fbe-966e-7142e11ca09d,0,15,15,Sex education approach using historical material to prompt conversation
6a8140e5-2148-474d-8fd3-8a30f2dd125f,0,19,19,"Colonial pasts in Algiers, Casablanca, and Paris"
267c8414-35ed-4137-ab27-d9cd2214049d,0,35,35,The Gospels and moral and cultural capital 
9b733392-60b2-47b5-a52b-28501188e705,0,58,58,Gender identity in UK political debate
ee9cbe65-9c0c-4371-b594-90c945f92047,0,35,35,Uncovering the historical Jesus
7a206b05-fffe-4e5d-9888-3f3b920bb5d8,1,,17,
f04277d0-390e-4607-8647-d6ca237ba9f2,1,,17,
d6aa3c55-8703-45d6-af6d-2f8537c9325c,1,,17,
83fcdc80-2756-4001-9c4d-9f7df63c09ce,1,,17,
8e61c592-8083-43d0-bddf-c261b3ad0ced,1,,17,
57f81fd3-0b1f-4b8a-b5e7-e381a3f6512a,1,,17,
5ac07376-e6aa-4f12-8acd-82bd2dd937fd,1,,17,
bebca35d-28ed-4809-9d14-5f50ce8991c1,1,,17,
aca28ec7-6974-4400-8a1f-f83bc2c21393,1,,17,
5522dc16-028e-4c91-b3f6-4cf7f23c4812,1,,17,
30c4c82e-faf0-414b-b73e-af00ee3222b0,1,,17,
d2dc9552-25e7-45dd-80d7-eb03a12fb967,1,,17,
aa2db501-286d-4c50-b058-b93004ab4e22,1,,17,
0a932893-f160-4c28-8543-aedd523df6e4,1,,17,
021e3cc9-6336-4859-8386-bbed70e9017f,0,45,45,Human rights and state accountability 
a43c7c07-477e-41a2-b57a-620d81449214,0,43,43,Northern Ireland studies - about the political structures rather than any conflict or terror actions that would warrant it being in this topic 
ce8d5972-b1d0-4bed-b009-d7982be60e43,0,43,43,Dealing with the past in northern ireland - nothing about terrorism 
9e82fa9a-2afa-47a3-9725-a267e29f7ead,0,43,43,mental health impact of the past in northern ireland
b6ce8c98-4956-4954-87d6-3afd3c46c971,0,14,14,Informing post-Brexit Anglo-Irish relations and the withdrawing from NI in 2019
e7731f7f-e4c3-4a3e-a24b-7aacab52d321,1,,17,
76676a8b-32f1-42ed-8b1c-7a0a24e80009,1,,17,
4464e386-81d0-4ca4-bb10-6b9e90ebefc6,0,63,63,British governemnt digital media strategies
b48ebb04-e20b-44ee-913e-2c2b70be1e07,1,,17,
d001298b-203b-4d26-bdf3-18ef4f5b931d,1,,17,
c07fea78-adb1-472d-9856-ede317e9af8b,0,43,43,Northern Ireland resolutions and contested space 
4c6d72c0-f36e-4223-a875-13c2f68b1d2c,1,,17,
69945369-9780-4979-ac9a-a9208dd4c65e,1,,17,
4b48cdd4-07ec-483f-a292-ef666c947004,0,43,43,Northern Ireland Reconciliation
9b184c23-2abc-4350-8e8a-b0e6d70efeba,0,44,44,Reducing coersion in psychiatric care
c3c10581-8e68-4003-9c66-0d5f7da894c2,1,,17,
af878b5b-da88-4401-98a0-c88611231693,0,43,43,Legacy of conflict in film and photo in Northern Ireland
56b14c65-c70d-422e-a543-6777fe00acf3,0,27,27,Military History/Museum accreditation 
384e03bd-3152-4514-8641-2b6737a46625,1,,17,Cultural reconciliation in the middle east
83d4e4f9-5d7a-4817-8cb3-f9b0389f8dee,0,27,27,Military history informing modern practice
268ca51c-dffc-4573-9df1-ee4f89c6b02d,0,27,27,Celebration of British Intelligence history in the WW centenaries
b6e70cdb-c4ea-4ce5-96a7-46c503303200,0,37,37,Endangered cultures in migration contexts
1b100fe0-1f2b-4f8d-bac5-f8a878412c6a,0,27,27,Military history in public commemoration
a1ad78c3-6e6f-49b2-95a5-43d45c47a58a,0,14,14,Reframing Brexit Britain
3e0463f2-f585-4f83-9e58-343d31196da2,0,68,68,Impact of war on York and Yorkshire - co-production and commemoration
12ebe95e-9f45-4c15-a0d6-bbb7c858c571,1,,17,
01daa501-bb7b-45ba-9156-2c02b8b59294,1,,17,
9eb5d3cf-95c6-4e47-9aa3-1d63551cc7d6,0,28,28,Media influence on human rights in Africa
35885238-699e-4721-8e17-06114476ce64,1,,17,
36a8c6cf-608e-4849-9707-16ac7533e12e,0,45,45,UK response to Sudan uprising 
ff8d1f29-9aa2-4ce1-bb10-eaa29ada3a0c,0,28,28,Media activism and online journalism in the global south
3fb46ed7-8038-40ff-a87f-0f031bbb4a3c,0,19,19,Colonialism and marginalised identities - Palestine stuff
8b3db380-23f0-476f-8aea-af3530ba9aad,0,65,65,Enabling development through university collaboration in Tunisia
f74c9f76-a6cf-4946-8d25-931fe2b1f97b,0,21,21,UN peacekeeping the middle east
1717238b-28c8-41ce-b57e-80b33f1a95b4,0,21,21,Sustainable peace in Lebano
32341a4d-2473-4260-b28b-51a7daaba956,0,19,19,Colonialism and marginalised identities - Palestine stuff
f74534f9-7248-45cf-b34f-c60b95d18626,0,37,37,Migration narratives in local communities in Cheltenham 
a25af221-0172-4f08-a237-4c38d3a36722,0,68,68,Co-production of Tibetan art for UK museums
32ef336d-b633-4d71-8398-a7ee3b99d519,1,,16,
0791d3dc-aa9b-4db3-978a-a3d4904a8edc,1,,16,
c7c1956f-1129-4655-ae9a-fe766de106a5,1,,16,
651d7821-0950-4e56-aee4-3200564932ca,1,,16,
9573e7a5-cfbe-425e-aa23-0ee273304c3a,1,,16,
525d4fba-3600-4736-a8c1-c6c12c8f17a7,1,,16,
b1708570-b1e2-4527-a4de-771e67083609,1,,16,
2885972f-52e8-4fd9-ad48-bfa7ff48def9,1,,16,
b805610b-e398-4202-84b0-ca8110af36a5,1,,16,
b48e8cbc-0e2d-47f3-9378-7a57b9478762,1,,16,
e5fe80d2-1622-4109-8816-cd4ea9c8996e,1,,16,
c5d09a21-bb68-432a-a265-567b6271ea6d,1,,16,
1570a8bc-2b59-418e-9c1a-be340406202f,0,65,65,
a3aaa390-e37c-4b9c-a7dd-df816939d504,1,,16,
2fb9e31b-63ee-48cd-94ee-1f68a31786a1,1,,16,
bcc960cd-ac4f-463f-8c8d-266a2d0163fb,1,,16,
d7d6dda3-dfb8-4920-88a6-a82c59268714,1,,16,
1c717a81-0c2b-4d09-96f2-5f331c3a6825,1,,16,
b6cb5fef-e3b8-425e-ad70-55d7c623f992,1,,16,
7350dea9-c952-4b0b-a98c-3a596aa910ce,1,,16,
38651af0-eee1-438c-8c16-edb52acc216a,1,,16,
5bd35137-e4aa-4f7b-b9b8-235f3a366b1e,0,22,22,
e4e41af7-75ec-4f19-b1c9-122fb0c7bcf8,0,82,82,
90a93df9-2cbb-4b61-a5ba-bb72f632399c,0,35,35,"maybe 24 Surveillance, Privacy, Personal Data, AI and Information Transparency"
058f351c-b872-42d5-871d-72a0fd0afa5e,0,5,5,
b88171c7-735b-4261-a031-ea5efa22a37c,0,5,5,
85310885-e3b8-47a9-afc2-bbfeb16b7e3b,1,,16,
e7ca1138-c01b-495e-a30c-e76df3c8150d,1,,16,
93fc50ea-e62c-482b-a154-a33ba0cb0b33,1,,16,
debbd3c4-a5a2-40d5-a348-cb152c90b287,1,,16,
a4f0a911-34ef-4d61-b8b8-55f38db8590c,1,,16,
253a11df-82e2-4ce6-9878-5534c4be21cb,1,,16,
5ee57094-59c6-4ff7-ba5f-56cf5c33e4f2,0,56,56,
87c67af5-5d94-43bd-a6aa-f8b95fc15ff7,0,13,13,
8a3412c0-a81b-4692-95df-b7b6a6eafab5,1,,16,
37c3da23-9134-4fca-9beb-c10cbee2e2ce,1,,16,
5501fde2-442f-483f-a0f9-64ee93c6cf7d,0,13,13,
e4f0f13c-ea38-410a-a263-3a87c26504a0,0,22,22,
1c481ed1-5926-4c05-88d5-b37044fa4b9e,0,16,16,
a798b04b-543b-449e-be55-f241fec74c41,0,13,13,
e40d0590-6dcd-4834-a4c9-2d3d169e72f5,1,,16,
017c85e8-a4f9-49db-b485-49297455624e,0,13,13,
22019c93-9a17-4600-a000-753043b5b31a,0,13,13,
66af17f5-ccc2-4378-b884-c918c425709f,1,,16,
3ec4e204-75f5-43f2-bff1-94223a63ddd5,0,13,13,
903261ed-6c39-4976-be4c-2d73f1454fa6,0,13,13,
91473312-c340-4d00-9bb6-ec7ec595abb8,1,,16,
d2dd3326-20df-4c5a-b1d7-6e51ba5f46ca,1,,16,
4978a36f-5209-4de6-a3c6-5658ed37d0ce,1,,16,
da0ff625-94fd-4360-9e65-efb5813551a4,1,,16,
8bcb3ec0-9bcd-44c6-a37e-0775402b17ab,0,2,2,
17430be1-20f5-4b8e-9860-955fdca1e6c5,0,56,56,
3bc614be-9468-4f0a-8a45-9addb4dfdd79,1,,16,
29ac0f61-f502-4bb6-aa15-326ea5bcd264,1,,16,
764af79b-f5f8-44d8-8f3b-95c87e9acec3,0,56,56,
9d3ee3bb-a62a-498c-a577-f8c4c291b8de,1,,16,
b65beb10-b286-438e-aa1e-d723ffc7e739,0,13,13,
37129b61-742b-446c-a9cb-bb24fd6f47be,0,13,13,
26c29be0-99e0-4cfd-a7d8-d7fc7aba1557,1,,16,
40b85ba5-5d20-4a45-8332-1598259e886f,0,54,54,
d4792593-ad1d-4522-b490-a72a2d00fbd2,1,,16,
faf02d9f-dd36-40ba-a06a-984f89e2e03e,0,22,22,
84e33df9-bcbc-4679-939e-359cab7d922e,1,,16,
4db4c7f6-ebde-4808-a0ea-8f2411193eee,1,,16,
c8e9421a-8158-4e7c-9b31-c1604859b4f2,1,,16,
6c5fe4a1-6161-4873-bbbd-5189954a5fbc,1,,16,
3dcde96b-4754-4846-a5cc-e99bd8cc6e16,0,23,23,
742a21a1-1108-4bc5-b367-bf2797775a16,1,,16,
4bcbcd87-228d-456d-91ff-1c161617279f,0,13,13,
bcc0100e-0cf6-4e0e-833e-1b64f5d2db8e,1,,15,
b7c453f7-69bc-4b45-86a9-438482ce3d77,1,,15,
cc7dfe12-4e0c-4cf8-b319-f2624a14bd1d,0,21,21,"This is probably better in the war, peacekeeping, political violence, humanitarian aid area"
a1176a46-56c8-4a68-a0ad-2edfcb8dbb11,0,21,21,Conflict resolution and political violence 
79391b86-2174-42be-9862-3ac8b3986a39,0,21,21,Peacebuilding through education policies 
aa226104-713f-4032-bdb2-715e03cea7b1,1,,15,
f2e3e5b3-b11c-4cb9-87d0-b61ffe208e9e,1,,15,
3489925f-1ae3-433d-8e01-9b0ad45221b1,1,,15,
0394efd5-ccfb-4a98-99cf-afc2f8e0d9aa,0,20,20,Education or arts and performance for society? 
bd607937-7524-4a6d-958d-d943d0236566,0,42,42,Reproductive rights and care (dealing with some FGM stuff) 
8131144f-395f-4cd8-8846-8698abb6cf7b,0,21,21,Peacebuilding by creating greater diversity of voices in governmental decision making 
315eba22-7806-4323-a953-81f48caeb8b6,0,65,65,Development of lower income countries
