funder,id
 DNV Healthcare,2690
 Human Factors & Ergonomics Professional Advice for National Rehabilitation Hospital Dublin,2691
 NHS Northamptonshire,2692
 Engineering & Physical Science Research Council (EPSRC),2693
 Department of Health,2694
 Eastern Academics Science Network,2695
 The Health Foundation,2696
 Carlton Hayes Mental Health Charity,2697
 Crowdfunding,2698
 Islington Primary Care Trust,2699
 Health & Safety Executive,2700
 ARJO International,2701
 LIKO (UK) LTD,2702
 Hill ROM (UK) Limited,2703
 University of Cincinnati,2704
 ARJOHuntleigh AB,2705
The George Institute for Global Health,2706
 Stroke Association,2707
Nat Institute for Social Care & Health Research (NISCHR),2708
OMNI Gynaecological Care,2709
Aneurin Bevan University Health Board,2710
G1: The Health Foundation,2711
G2: Sport England,2712
G3: National Institute for Health Research,2713
G4: National Institute for Health Research,2714
Folke Bernadotte Academy,2715
G3.1) Natural Environment  Research Council,2716
G3.2) Natural Environment Research Council,2717
Progress Rail,2718
Thales,2719
Siemens,2720
RSSB,2721
Siemens Mobility,2722
Baily Thomas Charitable Fund,2723
Lejeune Foundation,2724
Autistica,2725
Birmingham Children's Hospital,2726
Baily Thomas Foundation,2727
Chest Heart and Stroke Scotland,2728
G1: Sunderland Council,2729
G2: Gateshead Council,2730
"Research Councils UK (RCUK), Economic and Social Research Council (ESRC)",2731
"The College of Policing, the Higher Education Funding Council for England (HEFCE), and the Home Office",2732
"G2: Institute for Public Safety, Crime and Justice (University of Northampton)",2733
G3: Northumbria Police (Home Office Innovation Fund),2734
Bank of England,2735
Church of England,2736
Allen Lane Foundation,2737
Andrews Charitable Trust,2738
Matthew 25:35 Trust,2739
Sussex Learning Network  (Feb. 2018-Oct.2018) (Internal award),2740
UKPRP Consortia award ActEarly,2741
Nottinghamshire Fire and Rescue Service (NFRS),2742
National Audit Office (NAO),2743
National Fire Chiefs Council (NFCC),2744
Sir Halley Stewart Trust,2745
UK Statistics Authority including ONS,2746
UK Clinical Research Collaboration,2747
Consortium of BHF,2748
NIHR Public Health Research Programme,2749
ESRC Research Grant,2750
Science Po Paris,2751
Royal Liverpool Foundation NHS Trust   ,2752
Kidney Care UK,2753
"Kidneys For Life Charity, Hope kidney Patient Association (KPA) and MRI KPA",2754
British Renal Society,2755
Health Education North West,2756
NHS Cancer Screening Programme,2757
North West Health Care Libraries Unit,2758
USB,2759
Orient Global Foundation  ,2760
Centre for British Teachers,2761
East Midlands Health Innovation and Education Cluster,2762
European Union - Horizon 2020 - Marie Skłodowska-Curie,2763
Autism Cymru,2764
Autism Speaks,2765
Technology Strategy Board (Innovate UK),2766
Alzheimer's Society ,2767
Queens Nursing Institute Scotland,2768
Fundació Institut Catali de I'Envelliment,2769
Alzheimer Scotland ,2770
National Institute of Health Research & Comic Relief,2771
Alzheimer’s Society ,2772
HTA,2773
Age Exchange Theatre Trust,2774
Boehringer Ingelheim GMBH sponsorship ,2775
VETO-Sekretariat,2776
Swedish Agriculture Research Grant ,2777
Rail Safety and Standards Board,2778
DOGS TRUST (UK),2779
MARS UK LIMITED (UK),2780
ROYAL CANIN (FRANCE),2781
WALTHAM FOUNDATION (UK),2782
OSCR,2783
Scottish Council for Voluntary Organisations,2784
Home Office Centre for Applied Science & Technology,2785
UK ROeD,2786
Construction Industry Training Board (CITB),2787
Institution of Occupational Safety & Health (IOSH),2788
Newcastle University,2789
Armassuisse,2790
British Heart Foundation (BHF),2791
Big Lottery,2792
Scottish Government Health and Social Care Directorates,2793
European Cooperation in Science and Technology,2794
Tavistock Trust for Aphasia,2795
Winston Churchill Memorial Trust,2796
Office for Fair Access (OFFA),2797
 Research England,2798
 Royal College of Nursing,2799
Wirral University Teaching Hospital NHS Foundation Trust,2800
Education Endowment Fund,2801
 London School Excellence Fund,2802
Department of Communities and Local Government,2803
Greater Lincolnshire Local Enterprise Partnership ,2804
2) Biotechnology and Biological Sciences Research Council  ,2805
3) Merck/MSD Animal Health,2806
4) Academy of Medical Sciences,2807
5) Bill and Melinda Gates Foundation,2808
6) European Commission,2809
7) Biotechnology and Biological Sciences Research Council,2810
8) The Royal Society,2811
NIHR Evaluation Trials and Studies Coordinating Centre,2812
Blood Cancer UK (Bloodwise),2813
DEFRA (Darwin Initiative),2814
SEARRP,2815
NERC PhD programmes,2816
NERC KE Fellowship,2817
NERC Newton Fund,2818
HMRC,2819
Alan Turin Institute,2820
Renfrewshire Council,2821
 BBC Trust,2822
DfID Research Programme,2823
Australian Aid,2824
ABBVIE INC (USA),2825
ABBVIE LTD (UK),2826
BRISTOL-MYERS SQUIBB (BELGIUM),2827
BRISTOL-MYERS SQUIBB PHARMACEUTICALS LTD (UK),2828
EUROPEAN ASSOCIATION FOR THE STUDY OF THE LIVER (EASL) (SWITZERLAND),2829
GARDINER-CALDWELL COMMUNICATIONS LTD (UK),2830
GILEAD SCIENCES EUROPE LTD (UK),2831
IPSEN INNOVATION (FRANCE),2832
JANSSEN PHARMACEUTICALS (BELGIUM),2833
JANSSEN-CILAG LIMITED (UK),2834
KNOWLEDGEPOINT360 GROUP LIMITED (UK),2835
"MERCK & CO., INC. (USA)",2836
MERCK SHARP & DOHME LTD (UK),2837
ROCHE PRODUCTS LTD (UK),2838
VERTEX PHARMACEUTICALS INC (USA),2839
VIIV HEALTHCARE LIMITED (UK),2840
 Technology Strategy Board,2841
Nottinghamshire Police & Crime Commissioner,2842
South Nottinghamshire Community Safety Partnership,2843
 National Health Service,2844
NIHR National School for Primary Care Research,2845
Instituto Alpha e Beto,2846
National Research University Higher School of Economics,2847
Economic and Social Research Council Impact Acceleration Account (ESRC-IAA),2848
David and Elaine Potter Foundation,2849
Marie Sklodowska-Curie European Training Network,2850
PricewaterhouseCoopers,2851
Norwegian Environment Agency,2852
Marie Curie Initial Training Network ,2853
Mast Carbon Ltd,2854
Parker Domnick Hunter,2855
Air Products & Chemicals Inc,2856
Honda Engineering Europe Limited,2857
International Growth Center,2858
JPAL – Poverty Action Lab,2859
SHEFC,2860
Mass Spec Analytical Ltd,2861
EPSRC Impact Acceleration Account,2862
Nuffield Foundation ,2863
1) Scottish Institute for Policing Research,2864
1) Rape Crisis Scotland,2865
2) Rape Crisis Scotland,2866
"Sozial Ministerium, Bundesministerium fur Arbeit,  (Austrian Ministry of Labour, Social Affairs and Consumer Protection)",2867
The Healing Foundation,2868
European Cooperation in Science and Technology (COST),2869
Vocational Training Charitable Trust Foundation,2870
Seattle Children's Research Institute,2871
"National Institutes of Health, USA",2872
"Institute for Advanced Studies, Lancaster University",2873
Winston Churchill Foundation,2874
Universities Federation for Animal Welfare,2875
NC3R,2876
Charles River Laboratories,2877
Covance,2878
Harlan,2879
1) Greater Glasgow Primary Care NHS Trust R&D,2880
Badminton World Federation,2881
Crohns and Colitis UK,2882
CGIAR,2883
EAT,2884
Equality and Human Rights Commission,2885
Government Equalities Office,2886
International Inequalities Institute,2887
Welsh Government/European Social Fund,2888
"MacroGenics Inc., Rockville, USA",2889
"Kura Oncology Inc., San Diego, USA",2890
"NanoString Technologies Inc., Seattle, USA",2891
Qatar National Research Fund (QNRF),2892
Roger Counter Foundation,2893
MENINGITIS RESEARCH FOUNDATION (UK),2894
Physiotherapy Research Foundation,2895
G3.1) Barts and the London Charity,2896
NHS Charitable Funds,2897
Knowledge Transfer Fund / Department of Health,2898
Knowledge Transfer Fund,2899
Qualifications and Curriculum Authority,2900
CEREBRA,2901
Baily Thomas Charitable Foundation,2902
Great Western Research,2903
Met Office Studentship,2904
Lincolnshire Police,2905
Police & Crime Commissioner for South Wales,2906
Wales Probation Trust,2907
Police & Crime Commissioner for Dyfed Powys,2908
Her Majesty’s Inspectorate of Constabulary ,2909
"National Roads Policing Operations, Intelligence and Investigation",2910
National Police Chiefs’ Council,2911
Office of the Police and Crime Commissioner for Staffordshire,2912
Australian Automobile Association,2913
1. Department of Health and Social Security (DHSS),2914
2. UK Nursing and Midwifery Council,2915
3. Council of Europe,2916
4. Council of Europe,2917
Oak Foundation,2918
Canada-UK Foundation,2919
The Greater London Authority (GLA),2920
UCL,2921
Electoral Commission,2922
The Atlantic Philanthropies (NI) Limited,2923
Northern Ireland Human Rights Commission (NIHRC),2924
Vrije Universiteit Brussel,2925
Great Britain Sasakawa Foundation,2926
City of Edinburgh Council,2927
"National Endowment for Science, Technology and the Arts (NESTA)",2928
Involve,2929
House of Commons,2930
"Education Endowment Foundation (EEF), England",2931
"State Examinations Commission (SEC), Ireland",2932
"The Office of Qualifications and Examinations Regulation (Ofqual), England
",2933
Royal Institution of Chartered Surveyors Education Trust,2934
The Church of England Diocese of Sheffield,2935
Movember,2936
Pancreatic Cancer UK,2937
British Academy/ The Leverhulme Trust,2938
Department of Health / Ipsos MORI,2939
Eurostat,2940
NCRM,2941
O N S,2942
Department of Health & Social Care,2943
Agilent Technologies,2944
NHS Blood and Transplant,2945
National Institute for Health Research  ,2946
Defra and Devolved Administrations (DAs),2947
Radioactive Waste Management,2948
Trust for London,2949
FiTForLaw -LawCare,2950
Crohn's and Colitis UK,2951
Department for Work & Pensions: Work and Health Unit (CF\100038),2952
Economic and Social Research Council (ESRC) (ES/R002983/1),2953
Western Power Distribution,2954
Ofgem innovation fund - low carbon network,2955
Fund 2 -LV Network Templates,2956
Economic and Social Research Council Impact Acceleration Account,2957
Forestry Commission Scotland,2958
ConFor Ltd,2959
Department of Agriculture Food and the Marine,2960
Police Care UK,2961
Douglas Pharmaceuticals,2962
The Caring Cancer Trust,2963
The Cancer Prevention Research Trust,2964
Langdales Cancer Trust,2965
The Humane Research Trust,2966
Leukemia and Lymphoma NI,2967
Cure Leukemia,2968
MPD Voice,2969
Northern Ireland Department for Health and Social Care,2970
1) Medical Research Foundation,2971
3) Pharmaceutical Industry funders ,2972
4) Academia (various),2973
ABMU ,2974
Tenovus Cancer Care,2975
Birmingham Women’s Hospital,2976
Pensions and Lifetime Savings Association,2977
CFA Society of the UK,2978
Financial Reporting Council,2979
"Financial Conduct Authority,",2980
Railway Pension Investments Limited,2981
UK Water Industry Research ,2982
"British Council/Department for Media, Culture and Sport",2983
WTO STDF,2984
LexisNexis Risk solutions,2985
Wilmington plc,2986
G1: Northumberland County Council,2987
 Institute for Local Governance ,2988
Society for research into higher education,2989
Office for fair access (now office for students),2990
National Institute for Justice,2991
Public Health Agency Northern Ireland,2992
Alzheimer's Research Trust,2993
The National Institute for Health and Care Excellence,2994
Cambridge Weight Plan UK,2995
European Food Safety Authority,2996
Nuffield Foundations,2997
Legal Education Foundation,2998
Foundation to Promote Open Society,2999
Borealis AB,3000
European Association of Producers of Flame Retarded Olefinic Cable Compounds,3001
Rockwool International,3002
"UK Department for International Development (DFID) [now the Foreign, Commonwealth & Development Office (FCDO)",3003
European Union Seventh Framework Programme ,3004
European Commission DG Sanco,3005
The Natural Environment Research Council (NERC),3006
 The Arts and Humanities Research Council (AHRC),3007
"Barclays, BIS, Government Equalities Office, KPMG, AVIVA, Financial Reporting Council, Ernest Young",3008
European Commission - Directorate General Justice and Consumers,3009
NHS Employers,3010
Cranfield University,3011
ASLI UK,3012
AHRC (Scottish Graduate School for Arts & Humanities),3013
Edinburgh Beltane,3014
Process Integration Research Consortium,3015
Fabrica,3016
Faraday Institution,3017
United States Air Force Office of Scientific Research,3018
Higher Education Innovation Fund,3019
Electricity North West Ltd,3020
"Arts and Humanities Research Council (AH/L008165/1, AH/M006263/1, AH/P007635/1, AH/P00959X/1)",3021
AHRC/ESRC GCRF (GCRF Indigenous Engagement),3022
John Templeton Research Foundation,3023
The North East Urgent and Emergency Care Network,3024
INTERNATIONAL OLYMPIC COMMITTEE (SWITZERLAND),3025
THE LONDON ORGANISING COMMITTEE OF THE OLYMPIC GAMES AND PARALYMPIC GAMES LIMITED (UK),3026
Universities China Committee in London,3027
Merck Sharp and Dohme,3028
DeepMind Technologies Limited,3029
Luminate Group,3030
Alan Turing Institute,3031
Miami Foundation,3032
"Rotman ICPM, Toronto",3033
The Institute and Faculty of Actuaries,3034
Scottish institute for research in economics: Chief Scientists Office,3035
Carnegie Trust for Universities Scotland,3036
UNISON,3037
Staffordshire Fire and Rescue Service,3038
West Midlands Combined Authority,3039
"National Centre for Replacement, Refinement and Reduction of Animals in Research",3040
Economic Social Research Council,3041
NHS North Lancashire/NHS Blackpool,3042
NHS Blackpool/Breastfeeding Network,3043
Dalarna University,3044
European Investment Bank,3045
NORFACE,3046
NIH,3047
The Culture Capital Exchange,3048
"Department of Business, Innovation and Skills",3049
Cambridge and Peterborough Combined Authority,3050
 Centre for Advanced Studies in the Visual Arts (CASVA) National Gallery of Art Washington DC,3051
 Australian National University,3052
 Victoria and Albert Museum,3053
US National Institutes of Health,3054
Environmental Protection Agency,3055
Wessex Water,3056
British Medical Association,3057
Devon-wide Local Authories,3058
Cornwall Council,3059
Knowledge Transfer Network for financial services (part of the UK Technology Strategy Board),3060
EPSRC ,3061
CleanSky2 (European Union),3062
"NIHR HTA Programme, 13/06/01",3063
City & Hackney Primary Care Trusts,3064
United Nations,3065
Swiss National Science Foundation,3066
EU Horizon 2020 Research Programme,3067
Health Protection Scotland,3068
Henry Luce Foundation,3069
UN-Habitat,3070
ISEAL Alliance,3071
EPSRC Impact Acceleration Fund,3072
National Insititute for Social Care and Health,3073
Health and Care Research Wales - NISCHR Social Care Studentship,3074
MQ: Transforming Mental Health,3075
Coleg Cymraeg Cenedlaethol,3076
Kick it Out,3077
 FARE Network,3078
 The Football Association,3079
English Nature,3080
 Countryside Council of Wales,3081
 Yorkshire Water,3082
"Federal Ministry for the Environment, Nature Conservation, Building and Nuclear Safety",3083
International Association for Bear Research and Management,3084
U.S. Fish and Wildlife Service,3085
The Ohio State University,3086
Conservation International,3087
Primate Conservation Inc.,3088
International Iguana Foundation,3089
IguanaFest,3090
NAGRA (Swiss Nuclear Waste Body),3091
BGS-BUFI NERC,3092
Scottish Higher Education Funding Council,3093
Oil And Gas Technology Centre Ltd,3094
European Climate Foundation,3095
Foundation for European Progressive Studies (FEPS),3096
NIHR Policy Unit,3097
NIHR Policy Innovation,3098
National Institute for Health and Care Excellence,3099
Tobacco Advisory Group,3100
Department of Education,3101
"Scottish Government, Agricultural and Rural Economy Directorate",3102
Arts and Humanity Research Council,3103
Recanati-Kaplan Foundation,3104
Royal National Lifeboats Institute & Met Office,3105
 Public Health England,3106
WHO Regional office Europe,3107
1) EU Horizon 2020,3108
2) European Research Council,3109
West of England Academic Health Sciences Network,3110
CSERGE: the ESRC Centre for Environmental Decision-Making,3111
GambleAware,3112
Antipode Foundation,3113
Twitter Inc. ,3114
PUBLIC HEALTH ENGLAND (UK),3115
"
Cancer Research UK",3116
Law Centre (NI),3117
Disability Research for Independent Living and Learning (DRILL),3118
"Department of Health, Northern Ireland",3119
"Office of Social Services, Department of Health, Northern Ireland",3120
Sport Northern Ireland,3121
"Wellcome, European Commission",3122
STEPS Centre – second five year grant,3123
National Centre of Social Research,3124
University of Sheffield,3125
Global Earthquake Model (GEM),3126
Global Facility for Disaster Reduction and Recovery (GFDRR) and the UK Department for International Development (DflD),3127
UK Prosperity Fund,3128
Nortel Networks,3129
"Royal Holloway, University of London",3130
Syngenta,3131
Scottish Stem Cell Network,3132
Innovate / UK,3133
British Standards Institution,3134
House of Lords,3135
Welsh Government (Health and Care Research Wales),3136
Construction Scotland Innovation Centre (CSIC),3137
Energy Technology Partnership (ETP) ,3138
British High Commission/Newton Fund/Department of Science and Technology India,3139
Shapoorji Pallonji (India),3140
Engineering Composites Solutions Ltd,3141
Subsea 7,3142
Cactus Industrial Ltd,3143
Oil Technics Ltd,3144
European Union (INTRREG),3145
InnovateUK/InvestNI,3146
Reynold Chain,3147
UKSA,3148
California Institute of Technology-JPL,3149
Teledyne e2v,3150
Te2v,3151
HEFCE (Now Research England)- National Centre for Policing Research and Professional Development,3152
European Commission- Framework 7– for Juxtalearn,3153
Alpiq,3154
British Oxygen Company,3155
Queen Elizabeth Diamond Jubilee Trust,3156
Teresa Rosenbaum Golden Charitable Trust (Rosetrees Trust),3157
Forth Valley NHS,3158
Innovate UK Project I.D. - SMART Award,3159
EAECA European Culture Programme ,3160
Arts Council England Grants for the Arts ,3161
Norwegian Arts Council  ,3162
Compton Verney  ,3163
City of Bradford  ,3164
Daiwa Anglo-Japanese Foundation ,3165
Great Britain Sasakawa Foundation ,3166
Japan Foundation ,3167
Pola Art Foundation ,3168
Royal Norwegian Embassy in London ,3169
Salt’s Mill ,3170
GML Ltd,3171
The Dr Mortimer and Theresa Sackler Foundation,3172
Stuart Hall Foundation,3173
The Lipman-Miliband Trust,3174
The Society for French Studies,3175
Paul Mellon Foundation,3176
EU FP7 Marie Curie Intra-European Fellowship,3177
Raphael Hoermann,3178
Food Standards Agency ,3179
Food Standards Agency  Scotland,3180
Daisy Appeal Charity ,3181
Cardiac Trust ,3182
Scottish Society for Crop Research,3183
Leeds City Council,3184
Philosophy of Hope and Optimism,3185
Barrow Cadbury Trust,3186
Philosophy of Hope and Optimism Funding Initiative,3187
G1: Department of Health (50%),3188
 Innovate UK (50%,3189
Engineering and Physical Sciences Research Council & Natural Environment Research Council,3190
HORIZON2020,3191
Raytheon United Kingdom,3192
"Ministry of Defence (via Development, Concepts and Doctrine Centre and Defence Intelligence)",3193
"Department for Digital, Culture, Media and Sport",3194
British Liver Trust,3195
NIHR/HTA,3196
Private Investors,3197
"Department of Transport, Local Government & Regions",3198
Beijing Municipal Commission of Education ,3199
British Council Partnership Development Grant,3200
Tal Foundation,3201
Beijing Municipal Commission of Education,3202
China National Arts Fund ,3203
Airbus Operations Ltd,3204
Oxford Instruments,3205
Family Larsson-Rosenquist Foundation,3206
Richard Lounsbery Foundation,3207
Wenner Gren Foundation for Anthropological Research,3208
National Institute of Health (US),3209
Medicines for Malaria Venture,3210
The Ogden Trust,3211
"Community Links, Canning Town",3212
"Mansions of the Future, Lincoln",3213
Elmhurst Ballet School,3214
Pennine  Water Group,3215
BBSRC (Biotechnology & Biological Sciences Research Council),3216
"DEFRA (Department for Environment, Food & Rural Affairs)",3217
Innovate UK fka Technology Strategy Board (TSB),3218
International Water Management Institute,3219
ESA European Space Agency,3220
EUMETSAT,3221
Northern Ireland Department of Finance,3222
 Science and Technology Facilities Council,3223
NHS Lothian Health Services,3224
National Institute of Health Research ,3225
DEPARTMENT OF TRADE AND INDUSTRY (UK),3226
PFIZER LTD (UK),3227
Faraday Institute of Science and Technology,3228
The Carnegie Trust for the Universities of Scotland,3229
The Strathmartine Trust,3230
"The Macrobert Arts Centre, University of Stirling",3231
Being Human Festival,3232
EC Framework Programme 7,3233
Luxinar Ltd,3234
Grand Challenges Canada,3235
Royal College of Psychiatrists,3236
EU FP7-ICT-2013-10,3237
H2020-EU.2.1.1,3238
New & Emerging Applications of Technology Programme,3239
Yorkshire and Humber Deanery,3240
NIHR - New & Emerging Applications of Technology Programme,3241
United Kingdom Centre for Legal Education and The Commonwealth Legal Education Association,3242
G3.1) Let's Do Business Group ,3243
Cambrensis Ltd,3244
Interface Food & Drink,3245
Ara Parseghian Medical Research Foundation,3246
Niemann-Pick UK,3247
NP Suisse,3248
Orphazyme,3249
Actelion,3250
Lister Institute of Preventive Medicine,3251
JISC,3252
Public Health Wessex,3253
Garfield Weston,3254
NIHR BRC,3255
Rotary,3256
Wessex Heartbeat,3257
Danone Nutricia,3258
"Department for Business, Innovation and Skills",3259
"European Regional Development Fund, North West Development Agency",3260
Foreign and Commonwealth Office UK,3261
NATURAL ENVIRONMENT RESEARCH COUNCIL (NERC),3262
SOCIETY OF EXPLORATION GEOPHYSICISTS (USA),3263
Classics for All,3264
ASTRAZENECA PLC,3265
KNOWSLEY PCT HEALTH AND SOCIAL CARE HEADQUARTERS (UK),3266
LIVERPOOL CLINICAL COMMISSIONING GROUP (UK),3267
LIVERPOOL HEART AND CHEST NHS FOUNDATION TRUST (UK),3268
ROY CASTLE LUNG CANCER FOUNDATION (UK),3269
THE CHESHIRE AND MERSEYSIDE COMPREHENSIVE LOCAL RESEARCH NETWORK (UK),3270
WEST CHINA SCHOOL OF MEDICINE SICHUAN UNIVERSITY (CHINA),3271
UK Programme Award,3272
Health Technology Assessment,3273
SP Energy Networks,3274
ESRC/EPSRC/DTI,3275
European Union Agency for Fundamental Rights,3276
G1-G2: Natural Environment Research Council,3277
G3: Planning Advisory Service,3278
G4: Engineering and Physical Research Council,3279
Oxford Martin School,3280
International Science Council,3281
1. AHRC,3282
 2. United States Institute for Peace (USIP),3283
Oldham Council / Northern Roots  ,3284
Pendleton Cooperative ,3285
Wythenshawe Community Housing Group,3286
Social Farms & Gardens,3287
Mosscare St Vincent Housing Group,3288
1) UK Government,3289
2) US National Science Foundation,3290
4) English Heritage,3291
5) European Commission,3292
Heathrow Airport,3293
Eurocontrol,3294
Mercers’ Company,3295
Paul Mellon Centre for Studies in British Art,3296
Inderscience Publishers Ltd,3297
Society for the Study of Addiction,3298
TRL Ltd,3299
"Alzheimer’s Research UK, East Scotland",3300
Life Changes Trust,3301
Alzheimer Scotland,3302
Institute of Leadership and Management,3303
Institute for Family Business Research Foundation,3304
Siemens Plc,3305
Evoqua Water Technologies,3306
AXA,3307
Lloyd Cotsen,3308
Leventis Foundation,3309
Advance HE,3310
Society for Research in Higher Education,3311
Roehampton University,3312
"UNITAID, MRC, Wellcome Trust",3313
Innovate UK Technology Strategy Board,3314
"Waste & Resources Action Programme (WRAP), ",3315
Arts Council of Ireland,3316
Scottish Human Rights Commission,3317
"Advanced Manufacturing Research Centre with Boeing at Technicut Limited, and Dormer Tools",3318
"SAMULET Programme, Innovate UK",3319
Wellcome Trust- Affordable Healthcare in India Award ,3320
Turnitin LLC,3321
AR-IT Artificial Researcher IT GmbH,3322
"EC: FP (inc.Horizon2020, H2020, ERC",3323
Cactus Communications Service PTE Ltd,3324
Naver Naver Corporation,3325
OntoChem GmbH,3326
"EC: FP (inc.Horizon2020, H2020, ERC)",3327
Innovation Engineering srl,3328
FlowCite GmbH,3329
Iris.ai Iris AI AS,3330
Fire Protection Association,3331
Mexican Health Ministry,3332
National Council of Science and Technology for Mexico,3333
Institutional Funding,3334
Public Health Laboratory Services,3335
ENGLISH HERITAGE,3336
University of York,3337
MAVA Fondation pour la Nature ,3338
United Nations Environment Programme (UNEP),3339
MAVA Foundation Pour Le Nature,3340
United Nations Environment Programme,3341
US National Cancer Institute,3342
"Medical Research Council, UK",3343
4) RCUK,3344
Office for Nuclear Regulation,3345
Yorshire Cancer Research,3346
Welding Alloys Group,3347
Mitsubishi Corporation,3348
British Telecommunications plc,3349
The  Leverhulme Trust,3350
Carnegie Trust for the Universities Scotland,3351
The Royal Society of Edinburgh,3352
National Endowment for the Humanities ,3353
The Glenmorangie Company,3354
MINOUW project,3355
Fisheries Innovation Scotland (FIS),3356
Montreal Institute of Structured Finance and Derivatives (Canada),3357
HORIBA,3358
 Swiss National Science Foundation,3359
 European Union,3360
"The Task Force for Global Health, Novartis, Children's Investment Fund Foundation",3361
University of Sussex / Research England,3362
United States Department of Homeland Security,3363
CITY OF MELBOURNE COUNCIL,3364
LIAONING PROVINCE TRANSPORTATION DEPARTMENT,3365
1) Arts and Humanities Research Council,3366
Department for Energy and Climate Change (now BEIS),3367
DfES (DCSF),3368
Action Research for the Crippled Child,3369
North Staffs Medical Institute,3370
Allergan Ltd,3371
Barnwood House Trust ,3372
CIPD,3373
Impact Acceleration Account 2014: University of Warwick,3374
Norwegian Institute for Air Research (NILU),3375
National Physical Laboratory (NPL),3376
Kuwait Foundation for the advancement of Science,3377
European Research Fund,3378
GuildHE CREST Network,3379
Arts and Humanities Research Council (AH/S005897/1 and AH/P00637X/1),3380
The British Academy (UWB190022),3381
Freelands Foundation (Inventory of Behaviours - Kidd),3382
John Ellerman Foundation (Journey's with 'The Waste Land'),3383
Paul Mellon Centre (Journey's with 'The Waste Land'),3384
Innovative Vector Control Consortium,3385
D.E.L,3386
Yorkshire Forward,3387
Greater London Authority,3388
LSE Cities,3389
Netherlands Organisation for Scientific Research (NWO),3390
 2016 Wotro,3391
West of England Local Enterprise Partnership,3392
First Rail Holdings,3393
First Group,3394
National Institute for Health Research (NIHR-HTA),3395
 Commission for Rural Communities,3396
 Highlands and Islands Enterprise,3397
 The Scottish Government,3398
 Thomas Pocklington Trust,3399
 Trust for London,3400
Academy of Finland,3401
IUCN SOS,3402
National Geographic,3403
Tusk,3404
US Agency for International Development,3405
European Social Fund - Welsh Government,3406
Novo Nordisk A/S,3407
COFUND,3408
African Union Commission,3409
EC Joint Research Centre - ISPRA,3410
WEFO/EU,3411
The Royal British Legion,3412
Dstl,3413
Football Association,3414
Global Challenges Research Fund,3415
GCRF Newton Fund,3416
Clinton Health Access Initiative,3417
NHS Liverpool Clinical Commissioning Group,3418
UKRI GCRF,3419
ESRC IAA,3420
Formas,3421
Horizon2020,3422
University of Manchester Research Institutes,3423
Austrian Climate Research Programme,3424
Arts Council ,3425
BAE Systems MAI,3426
BAE Systems Surface Ships,3427
QINETIQ (UK),3428
Certara,3429
Sciences Po Paris,3430
B-hive innovations ltd,3431
British Association of Counselling and Psychotherapy,3432
Babes in Arms,3433
National Lottery ,3434
Cooperative Bank,3435
Santander (Desarmados),3436
Newton Fund (Transmedia Earth),3437
Arts Council England (Sweet Waters),3438
European Regional Development Fund (European Commission),3439
"Ministry of Education, Science and Sport of the Republic of Slovenia",3440
Slovenian Research Agency,3441
Ambache Charitable Trust,3442
Golsoncott Foundation,3443
Scottish Government Social Innovation Fund,3444
"Scottish Government, Social Innovation Fund",3445
The Carnegie Trust  for the Universities of Scotland,3446
Wellocme Trust,3447
Genomics England Limited,3448
Newton Fund,3449
AstraZenica,3450
Prosonix Ltd,3451
US Food and Drug Administration,3452
AH/N003683/1 Arts and Humanities Research Council,3453
Peggy Ramsay Foundation,3454
Magic Leap,3455
Pervasive Media Studio,3456
Welsh Government (Welsh European Funding Office),3457
UK Government (Department for Transport),3458
State Grid Corporation of China,3459
Great Ormond Street Hospital Children's Charity,3460
NIHR BRC GOSH ICH,3461
European Commission DG Research and Innovation,3462
Office of the Director of National Intelligence,3463
British Telecom,3464
Research Council Norway,3465
NC3RS,3466
Proctor & Gamble UK,3467
ECMWF,3468
Joint Information Systems Committee (JISC),3469
NHS Innovation fund,3470
Enginnering and Physical Sciences Research Council/ Technology Strategy Board,3471
"Metropolitan Police Service, UK",3472
International Fund for Animal Welfare,3473
 Human Frontier Science Research Project,3474
 Bill & Melinda Gates Foundation,3475
 National Department of Health and Human Services,3476
 National Institutes of Health,3477
Historic Environment Scotland,3478
Henry Moore Foundation,3479
Iona Cathedral Trustees,3480
European Aviation Safety Agency,3481
Rolls-Royce Controls and Data Services Ltd,3482
John Ellerman Foundation,3483
Mary Griffiths Fund,3484
Quark Expeditions,3485
"EPSRC, AHRC",3486
"EPSRC, The National Gallery",3487
English Heritage ,3488
"AHRC, EPSRC",3489
Bank of America,3490
Fondation Beyeler,3491
"AHRC, National Gallery",3492
Public Sector Research Exploitation Fund via Tate Gallery,3493
"EPSRC, AHRC, English Heritage",3494
Art Analysis and Research Ltd,3495
Science Museum,3496
Shepherd Conservation Ltd,3497
National Museum of Ireland ,3498
SCULPCONS Limited,3499
Sunamp Ltd,3500
Energy Technology Partnership (ETP),3501
European Huntington's Disease Network,3502
Brian Holden Vision Institute,3503
THEA Foundation,3504
The Fred Hollows Foundation,3505
Sight Savers International,3506
Lions Club International,3507
European Maritime & Fisheries,3508
"Natural Environment Research Council, Economic and Social Research Council",3509
Pulitzer Foundation,3510
Borderline Personality Disorder Research Foundation,3511
KPMG Foundation,3512
SKF (UK) Ltd,3513
Biomedical Advanced Research and Development Authority,3514
Office of Public Health Preparedness and Response,3515
EU Non-Commission,3516
Schindler Foundation,3517
 Paul Mellon Foundation,3518
G1: NHS ENGLAND NORTH,3519
